,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
236,293,Sure a lot creative ideas la haha,23/1/21,0.39999999999999997,0.7296296296296295,0.0,0.268,0.732,0.802,fear
243,300,Random checks on say 1000 people.,23/1/21,-0.5,0.5,0.0,1.0,0.0,0.0,fear
250,311,You very free can eat free food at cage nearby changi??,23/1/21,0.46,0.9,0.0,0.544,0.456,0.8199,fear
262,327,As can imagine many no brainer would just report when see alot of people even if its within the limit.,28/1/21,0.5,0.5,0.104,0.896,0.0,-0.296,fear
267,332,Where think if not wrong people are allowed to go out in small group within the family to exercise and such.,28/1/21,0.0,0.6,0.0,0.887,0.113,0.3724,fear
269,334,"Think if not wrong, many kpkb then about that even though think the different groups by themselves are not doing wrong.",28/1/21,0.0625,0.725,0.0,0.788,0.212,0.6259,fear
270,335,"Those who intend to break the rule and confident won\x92t get caught, I can only say, yeah chances are high that you won\x92t get caught.",28/1/21,0.22,0.7911111111111112,0.0,0.745,0.255,0.7351,fear
274,339,"leon24 wrote: Those who intend to break the rule and confident won\x92t get caught, I can only say, yeah chances are high that you won\x92t get caught.",28/1/21,0.22,0.7911111111111112,0.0,0.762,0.238,0.7351,fear
278,348,"They everyday also have to go knock door.. and go events and gatherings unrelated to them.. do until sian.. this CNY, they no need to do anything.. finally can use 8visitor excuse to stay at home and dont attend anything",12/2/21,-0.08333333333333333,0.55,0.053,0.916,0.031,-0.2263,fear
280,350,"I have made my own observation and, interestingly, discovered that the crowds are not well spread out across the few kilometres along the seafront.",11/2/21,0.30000000000000004,0.5333333333333333,0.071,0.823,0.106,0.223,fear
293,363,"if a crime is committed, it's the duty of a good citizen to report it.",11/2/21,0.7,0.6000000000000001,0.189,0.541,0.27,0.128,fear
297,367,KPO_SAHM wrote: Don allow travelling or incoming flights in the first place sure singapore is covid free .,11/2/21,0.3833333333333333,0.674074074074074,0.0,0.651,0.349,0.7579,fear
302,372,"Individuals should also limit themselves to visiting at most two other households a day, as far as possible.",22/1/21,0.11875,0.71875,0.0,1.0,0.0,0.0,fear
325,396,"CB PAP, u got limit how many foreigners coming in a day?",22/1/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
327,398,"kuti-kuti wrote: Individuals should also limit themselves to visiting at most two other households a day, as far as possible.",22/1/21,0.11875,0.71875,0.0,1.0,0.0,0.0,fear
331,406,"No one would care one lah they don't need to track.. but you better pray no one kenna covid because if you do, u will be uncovered",22/1/21,0.5,0.5,0.128,0.612,0.259,0.6705,fear
356,431,"Habrosus wrote: Individuals should also limit themselves to visiting at most two other households a day, as far as possible .",22/1/21,0.11875,0.71875,0.0,1.0,0.0,0.0,fear
359,434,Visit already not include your own household.,22/1/21,0.6,1.0,0.0,1.0,0.0,0.0,fear
361,436,"Possible shld be in cases where after u visit 3, got emergencies u need to attend to?",22/1/21,0.0,1.0,0.0,1.0,0.0,0.0,fear
368,443,Will be camping at FB and IG to report people sure will have people break the rule and post on FB and IG one.,22/1/21,0.5,0.8888888888888888,0.0,0.909,0.091,0.3182,fear
371,447,"Before going for visiting, call the host and ask: ""How many pax have visited you today already?""",22/1/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
372,448,"If the answer was ""7"", only 1 person from your group can visit?",22/1/21,0.0,1.0,0.0,1.0,0.0,0.0,fear
378,454,Especially those living in condos.,22/1/21,0.0,1.0,0.0,1.0,0.0,0.0,fear
389,465,Stipulate that only immediate family (child-parent-grandparent) visiting is allowed and not more than x number of people at any one time.,22/1/21,-0.125,0.75,0.07,0.93,0.0,-0.1098,fear
400,482,Just visit your closest loved ones...those 1 year see 1 time people can skip,22/1/21,0.7,0.8,0.0,0.738,0.262,0.5994,fear
423,506,The reason comm cases is rising is also due to the work of everyone staying in sg especially the morons who keep importing and importing new cases everyday and tell us it's not unexpected....,24/1/21,-0.17310606060606062,0.7382575757575758,0.072,0.928,0.0,-0.3774,fear
448,534,"""The warmth, comfort and support of our families have given all of us strength to get through the most trying times of COVID-19.""",11/2/21,0.5,0.5,0.0,0.625,0.375,0.886,fear
450,536,Restrictions on home gatherings have been tightened to no more than eight visitors a day.,11/2/21,-0.25,0.5,0.145,0.855,0.0,-0.296,fear
455,541,Bigger extended families will be especially inconvenienced.,11/2/21,0.0,0.75,0.0,1.0,0.0,0.0,fear
457,543,"\x93I am sure you will find other ways to hold your reunions and connect with family members and friends, perhaps through video calls or teleconferencing.\x94 People can look forward to \x93more carefree"" celebrations when the pandemic is over, he added.",11/2/21,0.1875,0.6319444444444444,0.0,0.82,0.18,0.7964,fear
462,548,"\x93Vaccination protects ourselves, and our loved ones.",11/2/21,0.7,0.8,0.0,0.446,0.554,0.7351,fear
463,549,"Furthermore, if enough of us are vaccinated, our population will have herd immunity.",11/2/21,0.0,0.5,0.0,1.0,0.0,0.0,fear
467,553,"Because of this tremendous effort, our COVID-19 situation has now stabilised.\x94 Mr Lee added that Singapore has avoided the \x93disastrous outbreaks and the enormous pain and suffering\x94 experienced by many other countries, and has restarted most of its economy while cautiously resuming cross-border travel.",11/2/21,0.3347222222222222,0.6958333333333333,0.119,0.881,0.0,-0.6908,fear
480,566,"If the intention is to ignore to earn more money, then be prepared to face the consequences.",10/2/21,0.5,0.5,0.129,0.773,0.098,-0.1531,fear
507,595,I wonder who is the PAP staff to give the stupid suggestion to turn off all the lights and escalator.,8/2/21,-0.7999999999999999,1.0,0.159,0.841,0.0,-0.5267,fear
549,638,"And as parents, we hate nagging our kids too.",8/2/21,-0.8,0.9,0.478,0.522,0.0,-0.7506,fear
573,662,Making sure that people get to enjoy CNY as much as possible while keeping risk of new covid spread low.,8/2/21,0.20727272727272728,0.6286868686868686,0.163,0.623,0.214,0.3182,fear
597,688,"We clean and disinfect our equipment before and after every passenger is tagged,\x94 said BGC Group.",9/2/21,0.3666666666666667,0.7000000000000001,0.0,0.847,0.153,0.4019,fear
608,699,Shld make it a law that violations be pasted on doors of such outlets,8/2/21,0.0,0.5,0.221,0.779,0.0,-0.5267,fear
622,713,"But CNY in the midst of a pandemic, however, is looking to be slightly different.",7/2/21,0.0,0.6,0.0,1.0,0.0,0.0,fear
631,722,"My dad has seven siblings, and the majority of which have their own families of one to three kids.",7/2/21,0.6,1.0,0.0,1.0,0.0,0.0,fear
633,724,"Basically, CNY this year would look vastly different from the CNY celebrations we've known all our lives and the restrictions would require us to do a bit of organising amongst ourselves.",7/2/21,0.0,0.6,0.0,1.0,0.0,0.0,fear
712,879,"If you missed out the irony in the placement of the visuals, it’s ok.",7/5/20,0.5,0.5,0.205,0.663,0.133,-0.0516,fear
721,888,Day 11 of #circuitbreaker Trains had already increased its frequency to 5 mins or more during peak hours.,17/4/20,0.5,0.5,0.0,0.884,0.116,0.2732,fear
722,889,This had resulted in the breaking of the safe distancing which is beyond the authority control.,17/4/20,0.5,0.5,0.0,0.769,0.231,0.4939,fear
724,891,"During CNY, there was a lot of ""rich"" food like abalone, crabs, etc.",23/2/21,0.375,0.75,0.0,0.815,0.185,0.3612,fear
748,915,Trying to stay up in the midnight on CNY is such a suffering 🙂,19/2/21,0.0,0.5,0.22,0.78,0.0,-0.4767,fear
760,927,"The mundaneness of life perhaps, makes the non-routine seems so distant and exotic that it's almost unrelatable",22/2/20,0.2,0.675,0.0,1.0,0.0,0.0,fear
850,1024,We will require more offices that encourage employees to come to the workplace once things start to normalise.,18/5/20,0.5,0.5,0.0,0.827,0.173,0.552,fear
858,1037,@KRUDLER62 @hashbrowne I can guarantee you that if there is a GF the social distancing rules will have magically been lifted by then,4/5/20,0.26666666666666666,0.5333333333333333,0.0,0.909,0.091,0.25,fear
889,1068,Singapore now is going through a tough period.,2/4/20,-0.3888888888888889,0.8333333333333334,0.2,0.8,0.0,-0.128,fear
899,1078,Lockdown means only going outside if highly necessary etc.,31/3/20,0.0,0.6833333333333332,0.0,1.0,0.0,0.0,fear
931,1110,But there is light in the gap.,21/3/20,0.4,0.7,0.0,1.0,0.0,0.0,fear
935,1114,And #socialdistancing is crucial.,21/3/20,0.0,1.0,0.0,1.0,0.0,0.0,fear
939,1118,"Massive controls are in place now to limit the spread of the virus, and we have just seen the largest single day spike ever.",19/3/20,-0.03571428571428571,0.6071428571428571,0.0,1.0,0.0,0.0,fear
957,1136,One thing that I also noticed: Face-to-face classes are still not being allowed but children who are not wearing any face covering are freely playing on the streets of their barangays.,24/2/21,0.4,0.8,0.0,0.822,0.178,0.7227,fear
959,1138,you better fucking apologize to her face to face.,20/2/21,-0.04999999999999999,0.65,0.0,0.604,0.396,0.5563,fear
971,1150,Im not really the kind of people who can call or message someone just to tell my problems.,18/4/20,0.25,0.55,0.137,0.863,0.0,-0.4019,fear
975,1154,"In the evening, temples are full of people listening to sermons.",27/2/21,0.35,0.55,0.0,1.0,0.0,0.0,fear
982,1161,Singaporeans should be extremely proud of their country and leadership under H.E PM Lee Hsien Loong.,5/2/21,0.8,1.0,0.0,0.816,0.184,0.5256,fear
989,1168,People  need to be more vigilant than ever!,24/1/21,0.625,0.5,0.0,0.754,0.246,0.3149,fear
990,1169,Staying in  touch  with mandatory directives is crucial.,24/1/21,0.0,1.0,0.0,0.843,0.157,0.0772,fear
995,1174,"Somehow Mr. Lee, I fear that many will not necessarily follow these simple and sensible requirements.",23/1/21,0.16666666666666666,0.6190476190476191,0.186,0.814,0.0,-0.4939,fear
1024,1203,"Plugging the loop holes from imports  is very important and urgent  It is proven 14 days quarantine for imports may not be enough , we should increase to 21 days or more .",23/1/21,0.34,0.6666666666666666,0.0,0.813,0.187,0.6659,fear
1026,1205,Tightening community safe distancing measure may not be hitting the nail on the head !😊,23/1/21,0.625,0.5,0.0,0.814,0.186,0.4926,fear
1037,1216,Dangerous situation as well as confusion.,25/1/21,-0.6,0.9,0.51,0.288,0.202,-0.4939,fear
1051,1230,I hope brochures can be handed to every household and be posted in the house to remind everyone of such measures during CNY.,25/1/21,0.0,0.5,0.0,0.879,0.121,0.4404,fear
1054,1233,"During winter, virus is more rampant.",24/1/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
1078,1257,It is also shocking that the committee did not make it a requirement for all the visitors to b financially able shld they need medical attention here - such as the purchase of insurance.,24/1/21,-0.125,0.53125,0.083,0.917,0.0,-0.4019,fear
1105,1284,Have to get it under control before it’s too late again.,23/6/20,-0.3,0.6,0.0,1.0,0.0,0.0,fear
1116,1295,Yesterday was a day of victory to celebrate us successfully fast in the month of Ramadhan.,25/5/20,0.2,0.6,0.0,0.653,0.347,0.7845,fear
1129,1308,"Please inform doctors and nurses in states where people are dying and give them gold Only for those who control death..If you are informed about the research, be sure to give it gold..Researchers Scientists Know that technicians are gold for everyone Viral drug If found..Tell Researchers, Scientists, Technicians to Give Equal Rights to All Don't be the difference between being great and yours at this point in the virus..Advertise on TV and websites that give equal gifts to everyone Only if the virus is unaffected..Only if there is no death..For people in the country who are informing about the research..For viral drug detectors..🙏",26/5/20,0.21666666666666667,0.6898148148148149,0.02,0.901,0.079,0.7579,fear
1148,1327,❤Long Live Singapore❤ 🌙 Eid Mubarak to all Muslims brothers and sisters.,24/5/20,0.13636363636363635,0.5,0.0,1.0,0.0,0.0,fear
1166,1345,We all know there is a lot of cases yet to come out of the dormitories but in the mean time we all here treading water.,24/5/20,-0.3125,0.6875,0.0,1.0,0.0,0.0,fear
1178,1357,"And they need to learn from those who do not establish human rights by sitting on their knees, oppressing people and oppressing them, they only benefit themselves.",24/5/20,0.0,0.55,0.0,0.897,0.103,0.4588,fear
1184,1364,"I’m thankful that I’m comfortable and staying in my own home, surrounded by my comforts and the people I love.",24/5/20,0.5,0.7999999999999999,0.0,0.512,0.488,0.936,fear
1192,1372,"I extend my prayers and thanks to the doctors, nurses, health practitioners, government officials, scientists and everyone else working tirelessly and at the risk to their own health to trace and treat every possible case and to do all they can to find a cure, curb the spread and eradicate the threat.",24/5/20,0.26666666666666666,0.7333333333333334,0.095,0.779,0.126,0.2023,fear
1196,1376,"I pray we all come out of this, stronger and may we recognise, appreciate and respect everyday life.",24/5/20,-0.2,0.6,0.0,0.539,0.461,0.8779,fear
1203,1383,"MOST EFFECTIVE AND SAFE DRUG TO CURE COVID 19 IN JUST THREE (3) DAYS MAY 24, 2020 PLEASE MANUFACTURE THE INGREDIENTS OR COMPONENTS OF FABUNAN ANTI VIRAL INJECTION OR F.A.I.",24/5/20,0.5333333333333333,0.6,0.073,0.627,0.3,0.8864,fear
1207,1387,DRUG ARE WRITTEN AND INDICATED IN THESE THREE (3) WEBSITES AND SINGAPORE CAN MANUFACTURE THE INGREDIENTS OR COMPONENTS OF THIS DRUG FOR COVID 19: 1. https://webcache.googleusercontent.com/search?q=cache%3Aj85f-XIISPoJ%3Ahttps%3A%2F%2Flibres.uncg.edu%2Fir%2Funcg%2Ff%2FElbourakadi_uncg_0154D_10788.pdf+&cd=2&hl=fil&ct=clnk&gl=ph 2. https://patents.google.com/patent/US6172053B1/en 3. https://patents.google.com/patent/US5492901A/en We must NOT stop at just testing if a person is positive for Covid 19 or not.,24/5/20,0.22727272727272727,0.5454545454545454,0.0,0.889,0.111,0.6692,fear
1208,1388,"We must provide all people the fastest and cheapest way to get rid, totally and completely, of the viruses inside his/her body in just three (3) days.",24/5/20,0.05,0.575,0.0,1.0,0.0,0.0,fear
1212,1392,It has likewise been established in this study that only FAI can KILL the drug-resistant strains of the HIV AIDS virus.,24/5/20,0.0,1.0,0.287,0.713,0.0,-0.824,fear
1217,1397,"As per the study of the UNCG on Fabunan Anti-viral Injection or F.A.I., only F.A.I.",24/5/20,0.0,1.0,0.0,1.0,0.0,0.0,fear
1219,1399,"Therefore, if the Covid 19 virus is very similar to the drug resistant strains of the HIV AIDS virus, and only F.A.I.",24/5/20,0.0,0.76,0.095,0.905,0.0,-0.296,fear
1223,1403,"attacks and KILLS only virus-infected cells and does NOT attack nor kill the GOOD cells of the body, through a mechanism called by scientists as ""selective toxicity"" or ""seltox.""",24/5/20,0.35,0.8,0.339,0.595,0.066,-0.8898,fear
1230,1410,Tourniquet test was positive with presence of petechial hemorrhage indicative of dengue fever.,24/5/20,0.22727272727272727,0.5454545454545454,0.0,0.769,0.231,0.5574,fear
1242,1422,"We experienced a different Vesak Day this year, but we still practice the buddhist way that is to be compassionate and be kind to all beings.",7/5/20,0.4666666666666666,0.7999999999999999,0.0,0.721,0.279,0.872,fear
1258,1438,May the world be free from Corona pandemic.,7/5/20,0.4,0.8,0.0,0.68,0.32,0.5106,fear
1277,1457,The sutras were translated into different languages and teachings were adopted and merged into different cultures in Asia- the origin of the great variety and diversity of the Buddhist teachings that exist today.,8/5/20,0.26666666666666666,0.65,0.0,0.886,0.114,0.6249,fear
1300,1480,"Even though there is a decreased in number of cases here in SG, there are still transmissions happening, especially in the dormitories.",26/9/20,-0.2,0.85,0.0,0.939,0.061,0.0772,fear
1311,1491,"Gov.sg,you Reacted Too Slowly in the beginning, now you are Reacting Too Fast rushing into opening up the community.",26/9/20,-0.05000000000000002,0.5,0.0,1.0,0.0,0.0,fear
1324,1504,There are so many fake certs made in India as your media reported.,23/9/20,0.0,0.75,0.22,0.78,0.0,-0.5233,fear
1337,1517,So plz also take a responsibility  for those kind of people,3/4/20,0.6,0.9,0.0,0.85,0.15,0.1513,fear
1340,1520,"we can try our best to educate and advice, but some really, it just won't get into their head.. ""drinking together only what"".. ""not so near what"".. ""aiyah, ok one lah"".. many are still complacent, especially those who've never been critically ill or have a critically ill love ones.. so please, for stubborn people, please do have authorities to help make sure they disperse and go home, not loiter and later regroup to catch up, chillout, jam, game together etc...",5/4/20,0.14615384615384613,0.5991452991452992,0.052,0.655,0.293,0.9778,fear
1352,1532,We thank Minister Wong and Gan for finally making the correct decision to encourage wearing mask in public.,3/4/20,0.0,0.5333333333333333,0.0,0.734,0.266,0.7003,fear
1356,1536,Peer pressure is the most effective.,3/4/20,0.55,0.65,0.229,0.417,0.354,0.2944,fear
1369,1553,So many workers sitting together along the roadside (is already very dangerous if one vehicle out of control will bang into the whole row of workers) while waiting for their company's transportation to pick them up.,27/3/20,-0.026666666666666672,0.6333333333333333,0.088,0.912,0.0,-0.5256,fear
1403,1588,I am afraid these people will do us in and infect countless innocent people.,24/3/20,-0.033333333333333326,0.6999999999999998,0.0,0.833,0.167,0.34,fear
1405,1590,"If this carry on, viruse outbreak is a true issue in front of us.",24/3/20,0.35,0.65,0.0,0.811,0.189,0.4215,fear
1406,1591,Only thing is to delay it.,24/3/20,0.0,1.0,0.315,0.685,0.0,-0.3182,fear
1422,1607,Strict quarantine and hard rules on social distancing are extremely important.,24/3/20,0.04722222222222222,0.5361111111111111,0.112,0.72,0.168,0.1761,fear
1436,1621,"For traveller or residents , would there be informative video on the apps to encourage more people to use it ?",24/3/20,0.5,0.5,0.0,0.845,0.155,0.5106,fear
1455,1640,Hospital beds may not be enough 😱🤦‍♀️,20/3/20,0.0,0.5,0.0,1.0,0.0,0.0,fear
1486,1671,The only part of a show I liked watching him is the one he hopped on and off the underground tunnel wall and nearly punched Chan Han Wei,2/3/21,0.2333333333333333,0.7333333333333334,0.0,0.899,0.101,0.4215,fear
1492,1677,"Hmmm I don't want to say ppl stupid lah....I myself will be scared to even break the rules even though I'm nobody,  let alone post it online.",2/3/21,-0.7999999999999999,1.0,0.302,0.698,0.0,-0.8187,fear
1511,1696,Prophet Muhammad Messenger SAW PBUHim says in Authentic Scriptures of Saheeh Hadeeth.,25/2/21,0.5,0.75,0.0,1.0,0.0,0.0,fear
1512,1697,"Human beings Muslims pray together in the Mosques or wherever you are, closely side to side, shoulder to shoulder touch each other, and feet to feet touch each other, facing the 1 and only Kaaba, 1 of the biggest reasons is we humans Muslims, rich or poor this or that, together do the same style of praying and worshipping only GOD Almighty ALLAH SWT.... For the first time ever since Religion of Peace Islam exist 1400 years ago, humans Muslims praying not closely since covid-19 pandemic start all over the earth.",25/2/21,-0.00277777777777778,0.5175925925925926,0.03,0.779,0.191,0.9406,fear
1531,1716,The coup regime is working hard to pass a cyber security law.,10/2/21,-0.2916666666666667,0.5416666666666666,0.109,0.703,0.187,0.25,fear
1535,1720,"Once this is confirmed, they will consider the public a criminal and engage in online conversations, Telecommunications Freedom of speech should not be a dream, as the whole country will be under the ironclad.",10/2/21,0.05,0.5041666666666667,0.129,0.705,0.166,0.3527,fear
1542,1727,Fine those who flew in w Covid19 symptoms as well...,6/2/21,0.4166666666666667,0.5,0.0,0.816,0.184,0.2023,fear
1576,1777,"before covid, itâ€™s difficult to get a table for 2 or 4pax.",28/12/20,-0.5,1.0,0.217,0.783,0.0,-0.3612,fear
1589,1790,"How does that constitute being safe from covid, might as well slowly open from 5 to 8 to 10 and so on before opening up to general travellers.",27/8/20,0.18333333333333335,0.5,0.0,0.828,0.172,0.6124,fear
1600,1801,"If society let the old and bent push heavy cardboards on the hot sun, on busy roads (those we often see) & brush it aside as ""exercise"", instead of collecting their monthly CPF in retirement, something is really wrong with society.",22/8/20,-0.05,0.55,0.08,0.92,0.0,-0.5256,fear
1604,1805,"This disgusting habit is displayed by the young and old, educated or uneducated.",22/8/20,-0.26666666666666666,0.5333333333333333,0.221,0.779,0.0,-0.5267,fear
1619,1820,Cna donâ€™t mind me saying should restrict people from entering these permission donâ€™t mind me saying if not there would be a huge crowd and it would be hard to control and also large crowd larger risk of infection disease and virus,21/8/20,0.08065476190476192,0.5925595238095238,0.134,0.815,0.051,-0.4215,fear
1629,1830,Florida has a high density of elderly retirees.,28/6/20,0.16,0.5399999999999999,0.0,1.0,0.0,0.0,fear
1658,1859,Our government is good and act fast to prevent spread of COVID-19.,20/6/20,0.44999999999999996,0.6000000000000001,0.0,0.714,0.286,0.4588,fear
1686,1888,Why minister did not think there will be such flooding with such cases?,20/6/20,0.0,0.5,0.0,1.0,0.0,0.0,fear
1714,1916,Mind me saying see people flocking the mall huge crow isnâ€™t going to be safe and health   In the current situation   And donâ€™t mind me saying with huge crow   Thehigh sight that safe distancing would be in place would be none :   And it would be quite scary because everyone it coming together all at once   Ex specially u dk where have they came because that maybe the person might be ill u wonâ€™t know because the crow it so huge   And also if the crow it too huge they wonâ€™t have any social distancing at all it quite scary in the sense that when there a huge crow within the crow u dk if the person is ill a not and still goes around,20/6/20,0.09931972789115652,0.7527210884353741,0.091,0.783,0.125,0.4047,fear
1718,1920,Too bad that this the restaurant was caught and made an example.,21/6/20,-0.6999999999999998,0.6666666666666666,0.241,0.759,0.0,-0.5423,fear
1742,1944,"If your free speech can be made into a legislative process where u have to apply with the police to talk at a venue, it is not free.",16/6/20,0.1,0.8,0.0,0.777,0.223,0.765,fear
1763,1965,"While they and their families sitting high and dry, everyday fine weather with rich fields in front of them.",15/6/20,0.137,0.598,0.0,0.759,0.241,0.6597,fear
1779,1982,Seriously if you people are scared of the virus just stay home.,10/6/20,-0.3333333333333333,0.6666666666666666,0.315,0.685,0.0,-0.5574,fear
1828,2031,Help given to individual is already so minimal!,4/6/20,-0.0625,0.5,0.0,0.701,0.299,0.4574,fear
1855,2058,She always side malay if her own race has make mistake.,4/6/20,0.6,1.0,0.194,0.806,0.0,-0.34,fear
1859,2062,I do not wish to be late.,4/6/20,-0.3,0.6,0.311,0.689,0.0,-0.3089,fear
1865,2068,"Anyone who fall ill .. sneezing coughing , must wear   A  face mask to protect others .",3/6/20,-0.5,1.0,0.161,0.69,0.149,-0.0516,fear
1869,2072,Only those who are *not well need to be tested.,3/6/20,0.0,1.0,0.0,0.811,0.189,0.2732,fear
1873,2076,"ðŸ˜ˆ  if anyone is not well .. stay at home , don talk to others .. thus ...don do shopping that  one might need to talk ðŸ˜Ž  Just do more  education to  ppl on : how to strenghten their immune system",3/6/20,0.5,0.5,0.044,0.902,0.054,0.0992,fear
1886,2089,I donâ€™t think so .. the only way out is lockdown then they can distance themselves  toward the ppl ..but their livelihood will definitely get affected ...,22/3/20,0.0,0.75,0.055,0.79,0.155,0.4404,fear
1889,2092,Same logic but only apply to one side.,20/3/20,0.0,0.5625,0.0,1.0,0.0,0.0,fear
1919,2124,Of more concern are those imported cases.,21/3/20,0.5,0.5,0.0,1.0,0.0,0.0,fear
1946,2151,Then most passengers will have to stand.,20/3/20,0.5,0.5,0.0,1.0,0.0,0.0,fear
1959,2165,"Even for bigger restaurants, they may not want to turn away earnings by having lesser tables.",20/3/20,0.0,0.5,0.075,0.925,0.0,-0.0572,fear
1972,2179,The Singapore Primary School Sports Council insists  that Primary school children 12 years and under in Singapore will be having the inter school swimming competition at the OCBC Aquatic Centre in April 2020!,11/3/20,0.45,0.5,0.0,1.0,0.0,0.0,fear
1985,2192,I thought there are smart scholars in public service who can come up with amazing solutions?,22/1/21,0.27142857142857146,0.5365079365079365,0.0,0.594,0.406,0.802,fear
2006,2214,"When loved ones are removed from your home by ambulance because the virus has hit them hard, you are not going to be able to follow them there, sit by their hospital bed and hold their hand.",25/3/20,0.30277777777777776,0.6555555555555556,0.033,0.8,0.167,0.7717,fear
2008,2216,They are going to have no one other than exhausted and brave hospital staff to see them through days or weeks of barely breathing through a ventilator until they either die or recover.,25/3/20,0.08125,0.5437500000000001,0.215,0.7,0.085,-0.6369,fear
2028,2236,"#tanrottenapple The global recession downturn already started from 2016, corporations making use of attractive book value to selfishly cover themselves like placing a time BOMB waiting for explosion.",28/6/20,0.10000000000000002,0.6666666666666666,0.241,0.554,0.206,-0.3254,fear
2030,2238,"Whether any Pandemic or not, the world recession will still be realised slowly at years, but destruction will be far more complicated with more incurable wounds.",28/6/20,-0.03333333333333335,0.6666666666666666,0.164,0.781,0.054,-0.658,fear
2105,2313,"Go to Chong Pang food market, the crowd is amazing.",10/2/21,0.6000000000000001,0.9,0.0,0.703,0.297,0.5859,fear
2114,2322,Or buildings put away the machines after certain hours.,7/2/21,0.21428571428571427,0.5714285714285714,0.0,0.792,0.208,0.2732,fear
2134,2342,Lol ..,6/3/21,0.8,0.7,0.0,0.263,0.737,0.4215,fear
2136,2344,Always respect and obey the law of the country u are in .. dun bring their own country law into another country .,6/3/21,0.6,1.0,0.0,0.866,0.134,0.4767,fear
2150,2358,Then still can come in to SG everyday under business travel pass,6/3/21,-0.2,0.6,0.0,1.0,0.0,0.0,fear
