,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
471,557,"\x93I wish all Singaporeans good health, and a very happy Chinese New Year.\x94 https://www.channelnewsasia.com/news...ssage-14166300",11/2/21,0.4590909090909091,0.5136363636363637,0.0,0.51,0.49,0.8622,joy
481,567,"Am glad the government is taking actions against these errant restaurants The issue is when you consult the SDA on the restaurant setting, in the morning say no problem but afternoon say must change setting.",10/2/21,0.5,1.0,0.092,0.854,0.053,-0.1154,joy
490,577,"STB will continue to work with the relevant agencies to monitor the situation in Chinatown, and will adjust measures accordingly.",10/2/21,0.4,0.9,0.0,1.0,0.0,0.0,joy
536,625,"I find it hard to deprive her from enjoying the festivity.""",8/2/21,0.10416666666666666,0.5708333333333333,0.302,0.47,0.228,-0.0258,joy
540,629,Most of the shopkeepers approached by TNP said they were fine with the stepped-up enforcement.,8/2/21,0.45833333333333337,0.5,0.0,0.886,0.114,0.2023,joy
584,675,"A company that manages the deployment of some taggers, ushers and administrators at Changi Airport will increase the frequency of*temperature taking and disinfecting counters*after one of its employees tested positive for COVID-19.",9/2/21,0.22727272727272727,0.5454545454545454,0.0,0.831,0.169,0.7096,joy
619,710,It's like a typical family gathering filled with lots of food and laughter.,7/2/21,0.11666666666666668,0.7,0.0,0.637,0.363,0.6908,joy
629,720,"With over 30 people and only eight allowed per day, some will not get to visit during the first weekend When the announcement on the eight-visitor rule first happened, there was a bit of a scramble in my family's WhatsApp chat.",7/2/21,0.16666666666666666,0.5555555555555555,0.0,1.0,0.0,0.0,joy
636,727,"But CNY is a slightly different, with over 50 relatives, including those they only see once a year, ""(squeezing) together"".",7/2/21,0.0,0.8,0.0,1.0,0.0,0.0,joy
642,733,But who is to be entrusted with the laborious task of coordinating different families?,7/2/21,0.0,0.6,0.0,0.878,0.122,0.2023,joy
668,759,"Particularly for some older folks, who are used to having large gatherings as a sign of a happy and prosperous family.",7/2/21,0.33690476190476193,0.5238095238095237,0.0,0.714,0.286,0.7783,joy
669,760,"But despite the emotional response, one gets the sense that people rationally understand the need for having such restrictions.",7/2/21,0.0,0.575,0.074,0.926,0.0,-0.1139,joy
685,843,Ikea safe distancing practise at the restaurant should continue after the  phases.,13/11/20,0.5,0.5,0.0,0.791,0.209,0.4404,joy
713,880,I am happy to explain.,7/5/20,0.8,1.0,0.0,0.448,0.552,0.5719,joy
725,892,"Like having it 2 days in a row and the only thing I had in mind after was ""I could use some cheap instant noodles right about now"".",23/2/21,0.17142857142857143,0.7255952380952381,0.0,0.906,0.094,0.3612,joy
736,903,@sowmiyashok @JBuch7 @tajmahalfoxtrot That would be great.,21/2/21,0.8,0.75,0.0,0.594,0.406,0.6249,joy
737,904,Mazagon has many such old lanes filled with history.,21/2/21,0.25,0.525,0.0,1.0,0.0,0.0,joy
744,911,"Always great to sit down with the team, have some good food and catch up.",20/2/21,0.4481481481481482,0.5462962962962964,0.0,0.65,0.35,0.7906,joy
771,938,Every religion have their own festive season to celebrate.,23/1/20,0.6,1.0,0.0,0.511,0.489,0.7717,joy
773,940,CNY is coming in 1 more day and this year is a special one for me.,23/1/20,0.4285714285714286,0.5357142857142857,0.0,0.828,0.172,0.4019,joy
785,953,We share a video from the children of EtonHouse Thomson wishing us a Happy New Year.,18/2/21,0.4681818181818182,0.7272727272727273,0.0,0.585,0.415,0.7783,joy
787,955,Happy Birthday everyone!,18/2/21,1.0,1.0,0.0,0.334,0.666,0.6114,joy
798,966,Let the persistent nature of Oxes reflect in your life and work hard to fulfill all your goals.,12/2/21,-0.2916666666666667,0.5416666666666666,0.069,0.788,0.143,0.3612,joy
800,968,So enjoy while it lasts!,12/2/21,0.5,0.5,0.0,0.514,0.486,0.5838,joy
808,976,"Not sure if that’s representative, but it’s what I saw.",9/2/20,-0.25,0.8888888888888888,0.156,0.844,0.0,-0.1232,joy
809,983,@CovidSerology @cjsnowdon These are mobility numbers from owners of smart phones right?,9/2/21,0.25,0.5892857142857143,0.0,0.803,0.197,0.4019,joy
816,990,"We were delighted to welcome new students to the ISS learning community this morning, and so pleased to see so many familiar faces returning after the summer break.",20/8/20,0.5018939393939393,0.6757575757575758,0.0,0.713,0.287,0.8762,joy
837,1011,I’m thankful for whatever has returned to normal.,3/6/20,0.15,0.6499999999999999,0.0,0.654,0.346,0.5719,joy
841,1015,We loved it that our classes were full and had a 90% attendance.,2/6/20,0.5249999999999999,0.675,0.0,0.738,0.262,0.5994,joy
842,1016,"Students, parents and teachers were so happy to see each other.",2/6/20,0.3375,0.6875,0.0,0.678,0.322,0.6948,joy
913,1092,It is pretty amazing to see some wanting to achieve much in this temporary era of social distancing.,25/3/20,0.27083333333333337,0.5416666666666667,0.0,0.696,0.304,0.7906,joy
914,1093,Maybe it is a good time to revisit some of the priorities that we hold so dear to us   https://t.co/5Ve5yGitEa,25/3/20,0.7,0.6000000000000001,0.0,0.731,0.269,0.7404,joy
954,1133,Very nice to give a face to face (behind a mask) talk at NUS today.,24/2/21,0.19,0.85,0.0,0.795,0.205,0.4754,joy
964,1143,I'm glad it was over before it started.,19/2/21,0.5,1.0,0.0,0.7,0.3,0.4588,joy
1009,1188,"Citing major upcoming events and positive case(s) detected in this group of visitors, please consider keeping meeting attendees at the Expo Hotel and meeting venue whilst piloting MICE events again.",23/1/21,0.14488636363636365,0.5227272727272727,0.0,0.826,0.174,0.7096,joy
1012,1191,The more safeguards in place the better we can manage and protect the interests of the population.,23/1/21,0.5,0.5,0.0,0.561,0.439,0.8479,joy
1017,1196,We have seen that the new COVID19 variants from three different continents has complicated the situation in several countries a little more.,24/1/21,-0.008522727272727274,0.5090909090909091,0.0,1.0,0.0,0.0,joy
1040,1219,Wish you and family have a happy reunion dinner and happy Chinese New Year holidays.,25/1/21,0.4340909090909091,0.6136363636363636,0.0,0.441,0.559,0.9136,joy
1062,1241,We want to make them feel the warmth and welcome in this difficult time.,25/1/21,0.15000000000000002,0.95,0.126,0.505,0.369,0.5859,joy
1070,1249,"How about those facing customers especially in beauty, hair and massage with close contact?",23/1/21,0.0,1.0,0.0,0.761,0.239,0.6222,joy
1083,1262,Truly amazing these things cld b overlooked!,24/1/21,0.7500000000000001,0.9,0.099,0.27,0.63,0.784,joy
1099,1278,"The government of the day that is responsible and has painstakingly put and does things right for the betterment of her people and Singapore 🇸🇬 regardless of race, language or religion deserves the unwavering support  for many years to come.....",9/11/20,0.32857142857142857,0.5285714285714286,0.0,0.884,0.116,0.6124,joy
1118,1297,"Despite the restriction, we still embrace Hari Raya with open heart & mind & celebrate within the capacity of the situation.",25/5/20,0.0,0.5,0.0,0.672,0.328,0.7791,joy
1124,1303,"Unlike previous years, we sat at our family sofa or any area in the comfort of our own home & meet our family, relatives & friends via Zoom, Google Meet or any other video-conferencing app.",25/5/20,0.10277777777777779,0.513888888888889,0.0,0.847,0.153,0.6808,joy
1125,1304,We made this huge sacrifice to ensure we stay safe & able to see one another again.,25/5/20,0.46666666666666673,0.6749999999999999,0.0,0.615,0.385,0.7978,joy
1132,1311,"During this hard time,your True leadership and The humanity you have shown will be always remembered and remains example to the world.God bless singapore.Happy Eid",23/5/20,0.029166666666666646,0.5958333333333333,0.048,0.759,0.193,0.6369,joy
1133,1312,Have a little space in yr heart 💓 have a little say in yr mind 💓 All ppl aren’t they make equal irrelevant of all race and religion  We are to partake the goodness of one another and give our best  Let all be a great nation together  We live and fight for our future and our children future may god bless us  I love my gov as he is one great person who will see us thru this is a crucial time and moment but everybody is here to make a difference and live a better future 💓👍🏻🉐 Salamat Hari Raya,24/5/20,0.19984848484848483,0.5016666666666666,0.017,0.797,0.186,0.9413,joy
1140,1319,Love you all.,24/5/20,0.5,0.6,0.0,0.323,0.677,0.6369,joy
1141,1320,Lovely wish to all Happy Hari Raya Aidilfitry                      Bangladeshi Migrant,24/5/20,0.65,0.875,0.0,0.407,0.593,0.8807,joy
1146,1325,We are really happy and blessed.,24/5/20,0.8,1.0,0.0,0.329,0.671,0.8464,joy
1150,1329,Thank you sir.for wishing.we will remember with respect you.you are real leader  to lead for a wonderful country.so much appriciated,24/5/20,0.4666666666666666,0.5,0.0,0.632,0.368,0.8519,joy
1152,1331,I enjoy having a charismatic PM.,24/5/20,0.45,0.75,0.0,0.484,0.516,0.4939,joy
1173,1352,Wishing his long life and good health.,24/5/20,0.32499999999999996,0.5,0.0,0.51,0.49,0.5859,joy
1174,1353,"Prime Minister Sir, first of all I salute you from the bottom of my heart, and I wish you a happy Eid-ul-Fitr.",24/5/20,0.525,0.6666666666666666,0.0,0.726,0.274,0.7506,joy
1175,1354,I'm really surprised to see you behave like this angel.,24/5/20,0.1,0.9,0.0,0.63,0.37,0.5709,joy
1187,1367,"I’m grateful I have the means to support my part time help, driver, etc., (as and where relevant) as they quarantine themselves too.",24/5/20,0.4,0.9,0.0,0.693,0.307,0.8126,joy
1213,1393,"According to the Nobel-prize winning scientist who discovered and identified the HIV AIDS virus, Dr. Luc Montagnier,the Covid 19 virus is very similar to the drug resistant strains of the HIV AIDS virus.",24/5/20,0.25,0.635,0.06,0.847,0.093,0.296,joy
1228,1408,"Dr. Ethan Will Taylor, PhD, Principal HIV/AIDS investigator at the University of North Carolina at Greensboro, stated “currently there is only one drug combination in the universe that we are aware of that possesses this rare pharmacologic activity and Fil-Am Tech., Inc. holds the patent on that combination.” ELBOURAKADI, NAJOUA, Ph.D. A Novel Method For The Selective Elimination Of HIV Infected Cells: Dexamethasone And Procaine As A C ELBOURAKADI, NAJOUA, Ph.D. A Novel Method For The Selective Elimination ...",24/5/20,0.1375,0.6375,0.04,0.902,0.058,0.1027,joy
1241,1421,I also wish all my fellow buddhist members a Happy Vesak Day.,7/5/20,0.8,1.0,0.0,0.556,0.444,0.7506,joy
1245,1425,May all be blessed with great wisdom and good health and strong mind.,7/5/20,0.6444444444444445,0.6944444444444445,0.0,0.312,0.688,0.9559,joy
1246,1426,"PM Lee, thank you and team for managing the CoVid19 crisis with hardwork and care...do take care and Happy Vesak Day..",7/5/20,0.8,1.0,0.134,0.557,0.308,0.6486,joy
1247,1427,Happy wesak to all ...,7/5/20,0.8,1.0,0.0,0.519,0.481,0.5719,joy
1248,1428,"Wish all safe, well and happy.",7/5/20,0.65,0.75,0.0,0.149,0.851,0.886,joy
1249,1429,Compassion is the greatest gift.,7/5/20,1.0,1.0,0.0,0.165,0.835,0.8779,joy
1256,1436,"Happy ""Vesak"" Day to all.",7/5/20,0.8,1.0,0.0,0.519,0.481,0.5719,joy
1257,1437,"May all beings be well, happy, peaceful, free from enmity and sufferings.",7/5/20,0.4833333333333334,0.7666666666666666,0.0,0.394,0.606,0.9062,joy
1259,1439,"Please stay home, be safe and save lives.",7/5/20,0.5,0.5,0.0,0.373,0.627,0.8126,joy
1261,1441,TRACE-TOGETHER APP ( Providing an incentive to use it ) This App could be a great help in our efforts to contain COVID-19.,7/5/20,0.8,0.75,0.0,0.646,0.354,0.8519,joy
1265,1445,Happy Vesak Day to all Singaporeans and the whole world 🙏🙏🙏 I'm sure this year everyone of us regard of others part of the world..we had a historic year to celebrate our festive season ..like today the great lord of Buddha birthday anniversary ..we can only stay at home to do our dharma chanting at home.,7/5/20,0.3833333333333333,0.6731481481481482,0.0,0.749,0.251,0.9501,joy
1269,1449,Happy Vesak Day!,8/5/20,1.0,1.0,0.0,0.334,0.666,0.6114,joy
1271,1451,"🙏Let’s commemorate Vesak Day today by reaffirming our vow as Buddhists to strive for the peace and happiness in our world, our lives and that of others just before his passing, Shakyamuni Buddha urged his disciples to regard his teachings as their teacher because only the truth,the Law of life, is eternal .",8/5/20,0.35,0.6,0.0,0.876,0.124,0.7964,joy
1273,1453,"🙏  The Essence of Shakyamuni’s teachings is contained in his highest teaching, the Lotus Sutra, which states that Buddhahood , a condition of absolute happiness and freedom from all fear and illusions, is inherent in all life, and is eternal.",8/5/20,0.44999999999999996,0.55,0.071,0.756,0.173,0.6808,joy
1278,1458,🙏  Great Buddhist Teachers like.,8/5/20,0.8,0.75,0.0,0.233,0.767,0.765,joy
1281,1461,"🙏  Nichiren Daishonin after years of research, because convinced that the key to transforming people’s suffering and enabling society to flourish lay in the Lotus Sutra, and particularly its title,  Myoho Renge kyo.",8/5/20,0.08333333333333333,0.6666666666666666,0.087,0.838,0.075,-0.1027,joy
1283,1463,"🇷🇴 💙💛❤️The spirit is expressed in the objective of the SGI, as explained by President Ikeda states: “ Our goals is become happy not only ourselves, but to enable others to become happy as well.",8/5/20,0.4,0.775,0.0,0.725,0.275,0.886,joy
1345,1525,"At the moment , we must drill that mindset that even one case is one too many.",3/4/20,0.5,0.5,0.0,1.0,0.0,0.0,joy
1391,1575,Could related department kindly look in this matter?,29/3/20,0.3,0.65,0.0,0.581,0.419,0.5147,joy
1431,1616,Good move to let returnee to observe SHN at dedicated accommodation with the transport arranged from airport!,24/3/20,0.875,0.6000000000000001,0.0,0.708,0.292,0.7345,joy
1438,1623,We have to thank the authorities for such harsh implementations of such measures to curb and contain the Covid-19 virus in SG.,24/3/20,-0.06666666666666667,0.5666666666666667,0.114,0.787,0.098,-0.1027,joy
1493,1678,"Just wondering,  they can hide personal life and secrets (I'm sure they have many being ppl of more power), dont understand how they can overlook this.",2/3/21,0.375,0.5472222222222223,0.061,0.857,0.082,0.1531,joy
1494,1679,Singapore government doesn't want you to be happy.,2/3/21,0.8,1.0,0.112,0.549,0.339,0.5389,joy
1553,1754,"Itâ€™s a store of value for me, Itâ€™s also a good investment vehicle if you have an appetite for risk.",6/2/21,0.7,0.6000000000000001,0.094,0.67,0.237,0.4939,joy
1558,1759,Expect more such news in the coming weeks.,30/12/20,0.25,0.5,0.0,1.0,0.0,0.0,joy
1579,1780,Now itâ€™s easily to get a table for 2 or 4.,28/12/20,0.43333333333333335,0.8333333333333334,0.0,0.769,0.231,0.34,joy
1587,1788,It is a very messy situation,28/8/20,-0.26,0.52,0.411,0.589,0.0,-0.4201,joy
1634,1835,Good for them.,28/6/20,0.7,0.6000000000000001,0.0,0.408,0.592,0.4404,joy
1643,1844,"These people's mentality is still ""it won't happen to me"" and this is when the devil will be very happy that you get covid-19.",28/6/20,1.0,1.0,0.145,0.724,0.131,-0.1045,joy
1646,1847,"At the coffeeshops, I always see many men having their good time to have beer with friends after their meal without wearing mask.",28/6/20,0.6,0.55,0.0,0.769,0.231,0.7184,joy
1651,1852,"I am so grateful to Mr Cj arÃªte have made my dreams come true, after i try to invest with so many expert forex and binary traders who scammed me, I finally met Mr Cj arÃªte through someone he helped, I took a bold step invested $500 which was all I got at the moment and unbelievably I got my profit worth $5,500.00 within 5 days I am happy right now  Contact:  https://www.facebook.com/Cj.arete658",26/6/20,0.28988095238095235,0.681547619047619,0.0,0.739,0.261,0.9593,joy
1656,1857,Its nice to see action being taken.,20/6/20,0.35,0.55,0.0,0.682,0.318,0.4215,joy
1703,1905,But I am happy to see them like that.,21/6/20,0.8,1.0,0.0,0.492,0.508,0.7351,joy
1720,1922,They want to enjoy only...,21/6/20,0.2,0.75,0.0,0.4,0.6,0.5423,joy
1747,1949,It would be interesting to see what sort of justice will be done.,16/6/20,0.5,0.5,0.0,0.654,0.346,0.701,joy
1758,1960,Vietnam and Thailand - are the people able to have access to doctors easily like in Singapore?,16/6/20,0.4666666666666667,0.7291666666666667,0.0,0.741,0.259,0.5994,joy
1823,2026,"May good luck be with us always, without doing anything we remain healthy.",4/6/20,0.6,0.55,0.0,0.538,0.462,0.8225,joy
1841,2044,"For patrons, maybe they can sit further apart, but that's it.",3/6/20,0.0,0.5,0.0,1.0,0.0,0.0,joy
1911,2116,Can our govt please  produce more masks and enforce compulsory mask wearing ?,20/3/20,0.5,0.5,0.0,0.827,0.173,0.3182,joy
1954,2160,Speak to a decision maker today and open up new opportunities to achieve your financial goals kindly contact us with the details below  and get attended to by a loan consultant from our company thank you our loans are easy access to hard money at affordable loan interest rate transactions.,7/4/20,0.14633838383838382,0.5382575757575757,0.024,0.729,0.247,0.9153,joy
1980,2187,Also provide in the app a function for recording of key details like times/dates of onset of various symptoms.,11/3/20,0.0,0.75,0.0,0.872,0.128,0.3612,joy
1996,2203,We see what happen to msia when they announce a lockdown on 16th March but only takes effect on 18th March.,25/3/20,0.0,1.0,0.0,1.0,0.0,0.0,joy
1998,2205,"However, we are banning activities deem a potential platform/channel for further  spreading of Covid within our own country.",25/3/20,0.19999999999999998,0.8333333333333334,0.0,1.0,0.0,0.0,joy
2013,2221,Because it's going to be a reality for many in the coming weeks.,25/3/20,0.5,0.5,0.0,1.0,0.0,0.0,joy
2019,2227,Let's remind those PA to work probably.....talking here is too late n in vain.,27/6/20,-0.3,0.6,0.189,0.811,0.0,-0.4215,joy
2031,2239,COVID 19 could be a plot or a gift that successfully wash cards and reset the order.,28/6/20,0.75,0.95,0.0,0.681,0.319,0.7269,joy
2046,2254,Just take the advice and be happy to ppl helps you willing... they are also taking risks n at the same time their families do worried for them too,20/4/20,0.35000000000000003,0.625,0.124,0.694,0.182,0.4588,joy
2050,2258,how about ask them to bring out their phone and flash a QR code and make sure person read the webpage in front of you.,21/4/20,0.5,0.8888888888888888,0.0,0.909,0.091,0.3182,joy
2070,2278,I got a bad feeling that the schools gonna get it.,28/3/20,-0.6999999999999998,0.6666666666666666,0.292,0.583,0.125,-0.4588,joy
2077,2285,Instead of lockdown the came with safe distancing and min 10 pax outing.,28/3/20,0.5,0.5,0.0,0.805,0.195,0.4404,joy
2141,2349,"They are a ""special breed"" bros",7/3/21,0.35714285714285715,0.5714285714285714,0.0,0.597,0.403,0.4019,joy
2167,2376,Seriously $3k is peanuts for these rich expats who are likely to be earning at least 5-figure sums !!!,3/3/21,-0.13606770833333331,0.7041666666666666,0.073,0.734,0.193,0.5826,joy
2188,2397,Singapore is a very small country and virus can spread like wildfire.,1/3/21,-0.325,0.52,0.0,0.8,0.2,0.3612,joy
2192,2401,That looks like a good list of dining establishments to support.,24/2/21,0.7,0.6000000000000001,0.0,0.464,0.536,0.7964,joy
2206,2415,"There is still a lot FDW, FW can't go out to enjoy their rest day, only stuck at home or dormitory, yet this bunch of cividiot act like they are is own this country😐😐",24/2/21,0.3333333333333333,0.8333333333333334,0.053,0.796,0.151,0.5719,joy
2217,2426,Next time be an artist or be famous.,24/2/21,0.25,0.5,0.0,1.0,0.0,0.0,joy
2271,2482,I started living a good and a happier life since I started investing on Binary Option Trading.,27/1/21,0.7,0.6000000000000001,0.0,0.636,0.364,0.743,joy
2276,2487,"When i started trading, i passed through a lot of losses, i almost lost hope in binary trading, i don't have any idea of investing with an honest manager.",27/1/21,0.6,0.9,0.154,0.653,0.193,0.2992,joy
2295,2506,Who ever can achieved the place is very lucky.,24/9/20,0.43333333333333335,1.0,0.0,0.721,0.279,0.4754,joy
2297,2508,PM Muhyiddin  is performing very well.Just look at how he was able to overcome with drastic measures pertaining to the pandemic.He modest sincere n humble.,24/9/20,0.21999999999999997,0.545,0.0,0.895,0.105,0.4019,joy
2302,2513,"Take a time to read this please👇👇👇👇💃💃 haaaa how happy I am now ,Mrs  @beverlyhanderson5  make my heart feels with so much joy ,after the pandimic I and my family was left without nothing i don't know how to get my skull bill I go around to friend but no help ,I was just on my country group just keeping myself busy and some posted a short note about Mrs @beverlyhanderson5 great help in Bitcoin online earn ,I step in to give a try and I was so much afraid because it was the only money left with me $376,I inbox him and tell him about my situation at the moment he give words of encourage and he set-up and online trading account for me so I can benefit from their company and I invested the money he told me to wait for 48hours of trade and I will get my money and my profit , surprisely I received 3'800$ as a money and my profit ,I'm super excited at this moment ,I'm sharing this because I was instructed to share the my testimony and the link by the company to impress invite more that want to earn online click below to inbox her👇👇👇@beverlyhanderson5",2020-11-27,0.2590277777777778,0.5305555555555556,0.012,0.735,0.253,0.9954,joy
2336,2548,Totally agree.,2020-06-16,0.0,0.75,0.0,0.264,0.736,0.4201,joy
2347,2560,I feel like this is a possible overstep in privacy of people.,2020-06-09,0.0,1.0,0.0,0.783,0.217,0.3612,joy
2381,2594,Singaporeans must be mindful of the different attitudes foreigners have now while they are here.,2020-04-11,0.0,0.6,0.0,1.0,0.0,0.0,joy
2421,2634,It’s a good call to close the tuition centres instead of schools cos students at tuition centres are coming from different schools.,2020-03-25,0.35,0.6000000000000001,0.0,0.873,0.127,0.4404,joy
2448,2665,Happy that the sales for my parents stall increased.,2021-01-23,0.8,1.0,0.132,0.441,0.426,0.6124,joy
2458,2675,Please look into it!Thanks for all the hard work.,2021-01-23,-0.2916666666666667,0.5416666666666666,0.127,0.637,0.236,0.2942,joy
2470,2687,I seen in hawker not every stall that doing business have mark for safe distance.,2020-04-01,0.5,0.5,0.0,0.728,0.272,0.5411,joy
2493,2718,"You do know the situation isn't solved yet right?Election is coming and they are opening the phases, probably to give a false sense of progress.2 ppl from wuhan came and it spread to now 30,000 people.",2020-06-15,-0.4000000000000001,0.6,0.051,0.949,0.0,-0.2057,joy
2522,2747,Better if there is a live tv programme that engage viewers at a stipulated time.,2020-03-28,0.3181818181818182,0.5,0.0,0.675,0.325,0.6486,joy
2559,2785,You guys are already going out and walking together which I'm sure most of us won't be standing 1m apart when going out together with our friends right,2020-03-27,0.42857142857142855,0.6415343915343915,0.0,0.828,0.172,0.6597,joy
2574,2801,"The virus doesnt only affect the health, it also seems to affect the brain with the thought of “i want to travel!”.",2020-03-27,0.0,1.0,0.0,0.93,0.07,0.1511,joy
2578,2805,"Each time they come closer to you, you can also fine them for coming 1m close to you",2020-03-27,0.4166666666666667,0.5,0.0,0.904,0.096,0.2023,joy
2650,2877,I love it.,2020-03-14,0.5,0.6,0.0,0.192,0.808,0.6369,joy
2657,2884,SERIOUSLY please...,2020-03-14,-0.3333333333333333,0.6666666666666666,0.709,0.291,0.0,-0.347,joy
2667,2895,Phase 3 was said to be a green light for life to resume as per normal.,2020-10-20,0.11666666666666665,0.5499999999999999,0.0,1.0,0.0,0.0,joy
2669,2897,"I promise, when life does get normal it will be phase 10.",2020-10-20,0.15,0.6499999999999999,0.0,0.813,0.187,0.3182,joy
2674,2902,More interested to know when can live and move around without the mask,2020-10-20,0.29545454545454547,0.5,0.0,0.8,0.2,0.4576,joy
2675,2903,"I think a compromise for families consisting of more than 5 can work, but maybe to a maximum of 7 family members.",2020-10-05,0.5,0.5,0.0,1.0,0.0,0.0,joy
2693,2921,That’s more make sense isn’t it.,2020-10-05,0.5,0.5,0.0,1.0,0.0,0.0,joy
2694,2922,They can enjoy to dine together even it’s 6 pax.,2020-10-05,0.4,0.5,0.0,0.714,0.286,0.4939,joy
2758,2988,"which is the reason why i get all confident and wild at the end of the year, my long hair just gives me faith in myself.",2021-01-09,0.18333333333333332,0.5444444444444444,0.0,0.793,0.207,0.7184,joy
2768,2998,"I remember on my eldest child’s first day of school, the principal gave a short briefing and assured all anxious parents that their children will be well taken care of.",2021-01-04,0.0,0.5444444444444444,0.059,0.71,0.231,0.7003,joy
2799,3030,Like that how to ease the restrictions further.,2020-07-24,0.0,0.5,0.0,0.545,0.455,0.6124,joy
2801,3032,We observed there are many cycling and running interest groups commencing their activities at ECP.,2020-06-13,0.5,0.5,0.0,0.824,0.176,0.4588,joy
2819,3050,Beijing being so far away from Wuhan can still raise a storm after 3 months.,2020-06-13,0.1,1.0,0.0,1.0,0.0,0.0,joy
2833,3064,Feedback from a Pro Govt supporter : it takes an individual Razer Tan Min-Liang to do this : Produce our own masks (a couple of millions masks each month).,2020-04-01,0.3,0.7,0.0,0.923,0.077,0.2732,joy
2834,3065,"Finally someone with ""great common sense"" is doing it.",2020-04-01,0.16666666666666666,0.75,0.0,0.661,0.339,0.6249,joy
2837,3068,What are our agencies EDB TDB A*STAR MTI doing all this while since Feb 18 when Minister Lawrence Wong was mooting with the idea of producing our own masks?.,2020-04-01,0.6,1.0,0.0,1.0,0.0,0.0,joy
2838,3069,"Dear Minister, you are a good & hardworking Minister.",2020-04-01,0.7,0.6000000000000001,0.0,0.476,0.524,0.6705,joy
2881,3113,"I can see that you are working very hard as the Taskaforce Co-Chair,  so thank you for that.",2020-03-28,-0.3791666666666667,0.7041666666666666,0.085,0.752,0.163,0.3712,joy
2922,3155,The procedure is seen as being particularly hazardous for health workers as it is “aerosol generating” – patients are likely to cough.,2020-03-28,0.3,0.95,0.0,1.0,0.0,0.0,joy
