,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
405,488,"He thanked his wife for her \x93love, strength and support, and for walking the journey of life with me.\x94 And then added, \x93Thank you for your understanding \x97 no long, romantic dinner, as I have to work today \x96 for Budget Day is just two days away!\x94 However, the day did not go without a loving gesture from Mr Heng, who also posted a photo of the bouquet of flowers he sent his wife.",15/2/21,0.20833333333333334,0.6166666666666667,0.027,0.797,0.176,0.9038,joy
407,490,She showed me the beautiful roses she brought from overseas for Valentine\x92s Day.,15/2/21,0.85,1.0,0.0,0.755,0.245,0.5994,joy
408,491,"They were beautiful, and so I ordered some for my wife.\x94 He also thanked the MOF officers and those from other Government agencies who have also had to work over the long holiday weekend.",15/2/21,0.22499999999999998,0.5916666666666667,0.0,0.759,0.241,0.8591,joy
413,496,"\x93I hope that everyone can spend some time with your loved ones, and express your love for people in your life, today and every other day!",15/2/21,0.34791666666666665,0.5916666666666667,0.0,0.671,0.329,0.906,joy
414,497,"Happy Valentine\x92s Day!\x94 Mr Heng, 59, has been married to Ms Chang Hwee Nee since 1988.",15/2/21,0.525,0.625,0.0,0.79,0.21,0.6114,joy
529,687,Please be more understanding and do the needful.,17/2/21,0.5,0.5,0.0,0.753,0.247,0.3182,joy
561,743,"Rather than close the borders to them entirely, Singapore needs to adopt a risk management approach to the inflow of such travellers, he said in response to Progress Singapore Party Non-Constituency MP Leong Mun Wai.",16/2/21,0.0,0.5625,0.053,0.763,0.183,0.6249,joy
570,752,That's absurd!,16/2/21,-0.625,1.0,0.0,1.0,0.0,0.0,joy
579,769,Quote: Dr Koh said Singapore needs a continued inflow of migrant workers to support key economic sectors.,16/2/21,0.1,0.6,0.0,0.847,0.153,0.4019,joy
599,800,He said $133 million has been set aside to continue the earlier announced Covid-19 Driver Relief Fund.,16/2/21,0.0,0.5,0.0,0.838,0.162,0.4767,joy
666,871,"Challenger' s blowout FY2020 earnings a cautionary tale about big fiscal initiatives The company' s stronger profitability, fuelled by Covid-19 subsidies, underscores why it' s time for a fiscal pullback MON, FEB 15, 2021 - 5:50 AM SHAREHOLDERS of Challenger Technologies are likely to have been pleasantly surprised by the consumer electronics retailer' s earnings report for FY2020, which was unveiled this past week.",15/2/21,-0.0375,0.5625,0.0,0.801,0.199,0.8658,joy
700,905,The healthy ROEs are all the more impressive given the huge - and increasing - amount of cash on its books.,15/2/21,0.6,0.725,0.0,0.651,0.349,0.8221,joy
719,924,I like it there's always a story to tell whenever they need to do some hard convincing.,16/2/21,0.10416666666666666,0.7708333333333333,0.075,0.645,0.28,0.5859,joy
798,1029,The company's top five executives received a total of $242 million.,13/2/21,0.25,0.625,0.0,0.833,0.167,0.2023,joy
810,1041,"Since he began work late in the year, he earned $57,692 in salary, a $15 million signing bonus and an additional $68 million in stock options.",13/2/21,-0.3,0.6,0.0,0.873,0.127,0.5423,joy
812,1043,"Your Tax Dollars At Work: Chauffeurs, Club Dues The AP review comes amid sharp questions about the banks' commitment to the goals of the Troubled Assets Relief Program (TARP), a law designed to buy bad mortgages and other troubled assets.",13/2/21,-0.38999999999999996,0.7583333333333333,0.188,0.632,0.18,-0.34,joy
870,1101,"The help included the Self-Employed Person Income Relief Scheme, which provided self-employed people with three quarterly cash payouts of $3,000 each, and the Workfare Special Payment, a $3,000 cash payout for lower-income workers.",2/12/21,0.35714285714285715,0.5714285714285714,0.0,0.773,0.227,0.8176,joy
881,1112,"With the payouts from the assistance schemes, he settled the family's outstanding bills and kept some money for the months ahead.",2/12/21,0.5,0.875,0.0,0.833,0.167,0.6124,joy
887,1118,"""I hope that things will get better in the coming months.""",2/12/21,0.5,0.5,0.0,0.608,0.392,0.7003,joy
903,1134,"Hospitals like full insurance also , good for bottom line.",2/12/21,0.5249999999999999,0.5750000000000001,0.0,0.565,0.435,0.6597,joy
926,1162,"""We welcome and are supportive of the changes that have been announced, as they support MOH's overall healthcare cost management efforts.""",2/12/21,0.43333333333333335,0.6333333333333333,0.0,0.695,0.305,0.7845,joy
927,1163,"NTUC Income had, from Feb 3, started informing around 160,000 policyholders of IPs with riders covering hospital bills in full that their plans will have a new co-payment feature for renewals from April 1.",2/12/21,0.24318181818181817,0.5022727272727273,0.0,1.0,0.0,0.0,joy
946,1182,"Added the ministry: ""We also urge all stakeholders, including patients and medical practitioners, to continue to exercise responsibility when choosing and recommending appropriate and necessary care.""",2/12/21,0.16666666666666666,0.5,0.0,1.0,0.0,0.0,joy
949,1185,"Medishield claim to be be getting better and charging more with more coverage, then why is the stupid medisave ceiling rising at 4.8 pct every year, even higher than the interest.",3/10/21,0.19,0.6,0.091,0.751,0.158,0.3612,joy
963,1205,How about tackling those doctors in Private charging ridiculous high amount?,3/10/21,-0.05777777777777777,0.6383333333333333,0.2,0.8,0.0,-0.3612,joy
969,1211,They only use saline to clean and that's it.,3/10/21,0.18333333333333335,0.8500000000000001,0.0,0.748,0.252,0.4019,joy
976,1218,Not happy can don't need to renew or go somewhere else.,3/10/21,-0.4,1.0,0.231,0.769,0.0,-0.4585,joy
1009,1281,NTUC Income started informing policyholders from Feb 3 that IPs with riders that cover hospital bills in full will have a co-payment feature for renewals from April 1.,2/11/21,0.35,0.55,0.0,1.0,0.0,0.0,joy
1011,1283,Please subscribe or log in to continue reading the full article.,2/11/21,0.35,0.55,0.0,0.813,0.187,0.3182,joy
1021,1293,Mission We help workers to earn a better living and live a better life.,2/11/21,0.37878787878787873,0.5,0.0,0.514,0.486,0.8176,joy
1038,1310,"We welcome and are supportive of the changes that have been announced, as they support MOH's overall healthcare cost management efforts.\x93 You were asking?",2/11/21,0.43333333333333335,0.6333333333333333,0.0,0.727,0.273,0.7845,joy
1090,1375,"But when reheat at home, and ownself feed own self while looking at old hag ugly wife, the taste is going to be lousy.",2/8/21,-0.125,0.675,0.236,0.764,0.0,-0.7783,joy
1096,1381,"Introduced in 2015, the SkillsFuture national movement aims to build a culture of skills development and lifelong learning.",2/9/21,-0.1,0.6,0.0,1.0,0.0,0.0,joy
1106,1391,"In total, more than 72,000 employees across 1,300 enterprises benefited.",2/9/21,0.25,0.625,0.0,1.0,0.0,0.0,joy
1156,1442,"\x93The United States belongs at the forefront of this struggle - speaking out and standing strong for our most dearly held values,\x94 the memorandum said.",2/8/21,0.4666666666666667,0.6166666666666667,0.083,0.629,0.289,0.7627,joy
1168,1454,We are one of the top nation in South East Asia when it comes to placing gender equality at the top with legislation such as the Woman Charter Act.,2/8/21,0.3333333333333333,0.5,0.0,0.882,0.118,0.3818,joy
1194,1503,"Good programmers in SG super short supply already, anyone with decent skills can confirm get hired in a good role.",9/12/20,0.38,0.5666666666666667,0.0,0.623,0.377,0.8658,joy
1196,1505,SG is the only country in the region where there is always a job for you to take.,9/12/20,0.0,1.0,0.0,1.0,0.0,0.0,joy
1238,1570,SpecialKeyboardService wrote: True This is what i hear wherever is go 45 computer engineer kena sacked becum hawker 48 process engineer kena sacked becum private driving instructor 45 transit from finance to teaching 40 transit from finance to nursing Ceca master in sociology can becum petroleum engineer Ceca master in biz nus can becum datascientist in dbs There is a lot of underemployment in sinkapore.,27/12/20,0.175,0.5125,0.0,0.957,0.043,0.4215,joy
1251,1594,They're more interested in municipal issues like how their estates are being taken care of.,2/7/21,0.375,0.5,0.0,0.58,0.42,0.8268,joy
1256,1602,blasterlord2 wrote: They have to first identify the key sectors they want to our economy to base on.,2/7/21,-0.18333333333333335,0.7777777777777777,0.0,0.929,0.071,0.0772,joy
1261,1607,"As each year of growth continues, they can benchmark against higher tier of the sector.",2/7/21,0.25,0.5,0.0,0.843,0.157,0.3818,joy
1271,1617,Mah Bao Tan did the right thing to set the precedence for HDB price spike.,2/7/21,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,joy
1334,1716,This is a better way imo.,30/8/20,0.5,0.5,0.0,0.58,0.42,0.4404,joy
1336,1719,xtemujin wrote: Most of us only received $600 for the covid19 relief then now news is 20 years of budget surplus.,30/8/20,0.25,0.75,0.0,0.866,0.134,0.4767,joy
1362,1745,And mind you 20% margin is a healthy company.,30/8/20,0.5,0.5,0.0,0.722,0.278,0.4019,joy
1390,1809,But my other 2 siblings are happy with that as my dad promised to leave a huge chunk of wealth for them when he pass on.,30/8/20,0.3583333333333334,0.7583333333333333,0.038,0.596,0.367,0.8885,joy
1444,1890,The supervisor says: \x93It will be good if there is a robbery every month.\x94 This is called \x93Killing Boredom.\x94 Personal Happiness is more important than your job.,30/8/20,0.45999999999999996,0.52,0.0,0.728,0.272,0.8221,joy
1449,1895,It looks like it is better to be educated than to be a thief!\x94 This is called \x93Knowledge\x93 https://www.bhavinionline.com/2013/1...-bank-robbery/,30/8/20,0.5,0.5,0.0,0.738,0.262,0.69,joy
1457,1905,"I respect that your identity etc is important, but you’re in a very important place up in the ministry, deciding things for the multiracial Malaysia citizens.",11/11/20,0.46,1.0,0.0,0.788,0.212,0.5647,joy
1497,1945,"Truth is Singaporean like many thing to be cheap or free, subsidise by the government... Government needs plenty of resources to help the poor... Singapore should follow the world happiest country, Finland.",9/3/21,0.225,0.65,0.0,0.643,0.357,0.9325,joy
1512,1963,"As the economy transforms and the employment landscape goes through structural changes, I believe more people will go through periods of unemployment during their career.",8/3/21,0.5,0.5,0.112,0.888,0.0,-0.4404,joy
1577,2028,"In Singapore, PM invite top tier talent with good character and upbringing to serve as Minister with coffee sessions until they agree to give up their dreams.",26/2/21,0.6,0.55,0.0,0.595,0.405,0.9062,joy
1580,2031,Our secret formula...,26/2/21,-0.4,0.7,0.0,1.0,0.0,0.0,joy
1675,2135,It's good news indeed and they deserve it.,17/2/21,0.7,0.6000000000000001,0.0,0.707,0.293,0.4404,joy
1712,2174,I m lucky in the way.,11/2/21,0.3333333333333333,0.8333333333333334,0.0,0.517,0.483,0.4215,joy
1723,2185,And the wife has her own food stall.,11/2/21,0.6,1.0,0.205,0.795,0.0,-0.2023,joy
1757,2226,Rich And young ones   Foreigners   Pr ( 30% of their income ) - the kind of income they receive in sg is higher than their own country income yet bring down local 's income by more than 30%.,6/2/21,0.2836805555555555,0.5423611111111111,0.0,0.904,0.096,0.5574,joy
1805,2290,She have no choice to be a nurse  The nursing job is not easy as stewardess Is from your heart is love and Compassion  Have to be patience able to help patient need  I with nursing for so many years but I love nursing  If you are a staff nurse is full of responsibility  Life is in your hand especially serving medication,24/9/20,0.30476190476190473,0.6726190476190477,0.047,0.72,0.234,0.9354,joy
1806,2291,Great!,23/9/20,1.0,0.75,0.0,0.0,1.0,0.6588,joy
1836,2321,Our own savings,26/5/20,0.6,1.0,0.0,1.0,0.0,0.0,joy
1841,2326,Whatever  the government does people just not happy and appreciative because they think inside the box of thier own comfort zone.,26/3/20,0.26666666666666666,0.9666666666666667,0.224,0.681,0.095,-0.5302,joy
1896,2381,"Published on Mar 27, 2015 Late MM LKY's memorable quotes ※ Once in a long while in the history of a people, there comes a moment of great change.",27/6/20,0.23750000000000002,0.6875,0.0,0.854,0.146,0.6249,joy
1947,2432,Please also check all BCA’s crazy guidelines that don’t make sense.,28/4/20,-0.6,0.9,0.175,0.657,0.168,-0.0258,joy
1957,2443,Fortunately I opened my door in time to see her.,29/4/20,0.4,0.7,0.0,1.0,0.0,0.0,joy
1974,2461,Yes Sir it was a good ones to help those whom are still coping with the Convid 19 situation.,17/2/21,0.7,0.6000000000000001,0.0,0.644,0.356,0.8074,joy
1980,2467,"Yes , while Christmas is a time of showering love through forms of giving ..To our lived loved ones, it's also good to keep in good graces to help the economy rolls during this period of hardship on the retailers.",10/12/20,0.6499999999999999,0.65,0.041,0.522,0.437,0.9682,joy
1981,2468,"Cheers, may the festivities augurs good will to Singapore and her people.",10/12/20,0.7,0.6000000000000001,0.0,0.497,0.503,0.8442,joy
1985,2472,"Good morning Mr PM Lee Hsien Loong , yes thank you for sharing the updated cover photo .",10/12/20,0.7,0.6000000000000001,0.0,0.524,0.476,0.872,joy
1986,2473,Unique idea - The lights of the Singapore Flyer and Helix Bridge as seen from a distance Thank you for  enlightening us with just a photo like this .,10/12/20,0.3375,0.7,0.0,0.726,0.274,0.8074,joy
1994,2481,Let’s work together to keep Singapore and people safe and to zero cases.,1/12/20,0.5,0.5,0.0,0.805,0.195,0.4404,joy
1997,2484,I am so proud of Singapore and its resilience.,4/12/20,0.8,1.0,0.0,0.674,0.326,0.5256,joy
2002,2489,Good morning Mr PM Lee .,13/11/20,0.7,0.6000000000000001,0.0,0.58,0.42,0.4404,joy
2010,2497,"It was marvellous that with their great IT Knowledge it has help many  countries to Get Connected and Stay Together despite the challenging times and  enables Singapore to work with friends and neighbours, despite the challenging times.",13/11/20,0.575,0.8125,0.064,0.714,0.221,0.8407,joy
2014,2501,We appreciate u & your cabinet minsters for always brainstorming to come up with better solutions to do things.,6/10/20,0.5,0.5,0.0,0.657,0.343,0.743,joy
2040,2527,I was A Good Heart Daughter in Law And Care about Parent in Law and Care about My Parent of All Care and Concern of Love and God's Blessing All God's known Of Good Heart Daughter in Law only one Daughter of my Mother born me only Daughter and now my Parent and Parent in Law are Old already not young anymore and  my Age Catching up another 3 more years is Already 50 years old look older and older is Opinion that I have Four Sisters in Law of all the Age I was the youngest Age but compared of my Four Sisters In Law they are small size and small build of their age are elder than me and I always respect Elderly and Elderly also Helping me.,8/10/20,0.21309523809523806,0.5333333333333334,0.0,0.84,0.16,0.9575,joy
2044,2531,Proud of them .,7/10/20,0.8,1.0,0.0,0.392,0.608,0.4767,joy
2049,2536,I want to attend higher level courses at subsidised rates with just a certificate of attendance so that I can receive quality training with little stress.,9/10/20,0.03125,0.5,0.101,0.847,0.052,-0.2975,joy
2050,2537,The old mindset of subsidies only when I pass the test is a hindrance.,9/10/20,0.05,0.6,0.197,0.803,0.0,-0.4019,joy
2111,2600,Thank you for all the great work and contributions you have been providing for our country.,24/9/20,0.8,0.75,0.0,0.68,0.32,0.765,joy
2113,2602,Great leader in difficult times .,5/9/20,0.15000000000000002,0.875,0.26,0.312,0.427,0.3818,joy
2131,2620,It's a great disappointment to see such negative changes after a change in command.,5/9/20,-0.02499999999999998,0.5125,0.348,0.448,0.204,-0.4404,joy
2146,2636,"I think our government did a great job, but sure on the ground some will benefit more n some will benefit less from the budget.",6/6/20,0.4083333333333333,0.5513888888888889,0.0,0.571,0.429,0.926,joy
2149,2639,I hope Singaporeans are appreciative of all that this government has been doing during this pandemic.,5/6/20,0.6,0.9,0.0,0.667,0.333,0.7579,joy
2150,2640,"Whether you want to compare up or compare down, just say thank you and be happy that Singaporeans are getting help, one way or another.",5/6/20,0.32222222222222224,0.6444444444444445,0.0,0.673,0.327,0.8481,joy
2165,2655,It is a task that will have to be accomplished together.,6/6/20,0.2,0.5,0.0,0.756,0.244,0.4404,joy
2182,2672,I love seeing messages like this because it reminds me that at least one of the places I think of as home is in safe hands.,6/6/20,0.2333333333333333,0.5,0.0,0.686,0.314,0.8625,joy
2191,2681,"It is too easy for company to push us into hardship and at this age, we need money most to plan for old age and to see through children education.",7/6/20,0.3444444444444445,0.5111111111111112,0.069,0.843,0.087,0.1531,joy
2216,2706,I am very proud of your commitment and passion to serve the people of Singapore.,4/6/20,1.0,1.0,0.0,0.55,0.45,0.8399,joy
2219,2709,"I observed the wonderful qualities of your people, law abiding, discipline, dignity and they stand as a good model and their modesty and kindness are appreciated.",4/6/20,0.6333333333333333,0.5666666666666668,0.0,0.549,0.451,0.9393,joy
2220,2710,"I sincerely pray to God Almighty to bless you, your government and all the Singaporean  with good health, peace and prosperity.",4/6/20,0.6,0.55,0.0,0.456,0.544,0.9403,joy
2232,2722,Ppl will be filled with more optimism during this challenging time.,26/5/20,0.4666666666666666,0.7999999999999999,0.0,0.625,0.375,0.659,joy
2254,2744,"We dont need to see Covid end to know that as a society, we graduated !The heart of Singapore is alive, kicking and in love.",27/5/20,0.3,0.5,0.0,0.756,0.244,0.7959,joy
2275,2765,"Having said that, may I suggest to cut down on this unnecessary fun pack, greatly reduce the amount on the fireworks celebration cos we all know it cost alot as well.",26/5/20,0.13611111111111113,0.5347222222222222,0.061,0.783,0.157,0.5106,joy
2335,2825,"Sincerely, I hope we can emerge stronger as a people and a nation of Singapore 🇸🇬 after this ordeal.",26/5/20,0.5,0.5,0.0,0.602,0.398,0.8225,joy
2350,2840,Please stay healthy.,28/3/20,0.5,0.5,0.0,0.167,0.833,0.6124,joy
2361,2851,I therefore applaud and thank you for the absolute clear paths in handling this.,28/3/20,0.15000000000000002,0.6416666666666666,0.0,0.552,0.448,0.7964,joy
2365,2855,The Government years of frugal spending and ' live within the mean ' had bear fruitful reassurance to it citizens in coming ' Perfect Storm ' .,28/3/20,0.2746212121212121,0.7291666666666666,0.0,0.763,0.237,0.7351,joy
2369,2859,This will definitely help a lot of Singaporean’s which I believe are having this issues.,28/3/20,0.0,0.5,0.0,0.671,0.329,0.6597,joy
2374,2864,Good morning Mr PM Lee Hsien Loong.,28/3/20,0.7,0.6000000000000001,0.0,0.674,0.326,0.4404,joy
2387,2877,"Dear sir, the amount set aside(1.2 billion) for the Self Employed isn’t enough to help all the self-employed who needs help in this economic crisis, resulting in many of us rushing to submit applications and crashing the server on NTUC (not sure if you followed the news).",1/5/20,0.11249999999999999,0.5222222222222221,0.073,0.745,0.183,0.6369,joy
2392,2883,"A very good morning PM MR Lee, WHO is an important organization that is put in place for the well being of the world.",24/3/20,0.655,0.8900000000000001,0.0,0.738,0.262,0.7264,joy
2395,2886,It requires sincere effort from all nations.,24/3/20,0.5,0.5,0.0,0.69,0.31,0.4019,joy
2399,2890,Covid 19 has crippled the world’s economies and has claimed the lives and livelihoods of many across the globe.,24/3/20,0.5,0.5,0.0,0.905,0.095,0.2263,joy
2436,2942,Thank you for blessing this nation our home and your team has made us great.,29/2/20,0.8,0.75,0.0,0.55,0.45,0.8689,joy
2439,2945,Thank you for being and staying great !,29/2/20,1.0,0.75,0.0,0.42,0.58,0.784,joy
2441,2947,That’s e right way as MPs to support instead cutting the employees’ salaries first .,29/2/20,-0.021428571428571425,0.5896825396825397,0.099,0.724,0.178,0.296,joy
2444,2950,"Dear PM Lee, I’m so glad to see your message.",1/3/20,0.5,1.0,0.0,0.553,0.447,0.7555,joy
2446,2952,"It will be great,if possible to allow people to donate some amount to them through MOH website or any gov agency website/ mobile app?",1/3/20,0.0,1.0,0.0,0.924,0.076,0.2263,joy
2450,2956,I m glad to see this positive move.,29/2/20,0.36363636363636365,0.7727272727272727,0.0,0.356,0.644,0.8047,joy
2484,2990,A good worker is worthy of his hire.,20/2/20,0.5166666666666666,0.8,0.0,0.463,0.537,0.7003,joy
2489,2995,There is no perfect government in this world.,20/2/20,-0.5,1.0,0.185,0.504,0.311,0.3612,joy
2496,3002,"""During this period, we should take our own temperatures twice daily.""",20/2/20,0.3,0.5,0.0,1.0,0.0,0.0,joy
2502,3009,"Dear Mr Lee, during my trip in BKK in year 2018, when I visited the foodcourt in Terminal 21, there is a cutlery station inside the foodcourt where one can sterilize their cutleries before they take their meals... wonder would it be a good idea to adopt this practice in all the foodcourts/eating places in Singapore?",20/2/20,0.7,0.6000000000000001,0.0,0.874,0.126,0.7351,joy
2503,3010,Probably MOH or relevant authority can look into this or implement this in all Foodcourts across S’pore.,20/2/20,0.4,0.9,0.0,0.925,0.075,0.0772,joy
2516,3023,"Dear Mr. Lee Hsien Loong though I am not Singaporean by birth or passport, but I am Singaporean nonetheless as my home is now our beloved ""Little Red Dot"", I am honoured, happy and proud to have you as my PM: your way to speak to your people, to communicate with simplicity though rigorously, to state things as they are with no sugarcoating but at the same time without diminishing them is a great gift.",20/2/20,0.41607142857142854,0.625,0.046,0.648,0.306,0.9815,joy
2517,3024,"Thanks for all the things, attention and efforts you are putting into keeping Singapore a safe, beautiful and prosperous home!",20/2/20,0.5666666666666667,0.5666666666666667,0.0,0.534,0.466,0.92,joy
2526,3033,Happy Spore Budget 2020.,20/2/20,0.8,1.0,0.0,0.448,0.552,0.5719,joy
2530,3037,Enjoy this Sharing is Caring story from a China Pastor.,20/2/20,0.4,0.5,0.0,0.395,0.605,0.8481,joy
2538,3045,“Humans now have  lowered their proud head and began to think quietly: Are we still the king of the earth?,20/2/20,0.4,0.6666666666666666,0.066,0.796,0.137,0.3818,joy
2554,3061,"“We need such an “enemy"" in our fragility to give us a “reminder"" to have ""empowerment"" once again.",20/2/20,0.0,0.5,0.0,1.0,0.0,0.0,joy
2563,3070,Glad Singapore has gone such extent to give all Singaporean much support in such crisis .,21/2/20,0.175,0.55,0.188,0.55,0.261,0.1531,joy
2583,3090,"Deep gratitude from a very proud and loyal citizen, ❤️🙏 Chaitri  (Chai) Hapugalle",19/2/20,0.4444444444444444,0.7444444444444445,0.0,0.472,0.528,0.8766,joy
2665,3173,In an ideal world we can.,17/2/21,0.9,1.0,0.0,0.595,0.405,0.5267,joy
2731,3240,"For every 50 litres, that's $5 more per car, per fill for intermediate grades.",16/2/21,0.5,0.5,0.0,1.0,0.0,0.0,joy
2757,3274,"Don't be so happy lol...if you know, you know.",17/2/21,0.8,1.0,0.0,0.628,0.372,0.6948,joy
2766,3283,"56 years of independency., Yet giving cash remains pathetic.",17/2/21,-1.0,1.0,0.282,0.534,0.183,-0.3182,joy
2802,3319,More export of goods and services .These are our view only.,17/2/21,0.25,0.75,0.0,1.0,0.0,0.0,joy
2810,3327,"Pi, from Stanford University's top team of blockchain experts!",24/2/21,0.625,0.5,0.0,0.793,0.207,0.2714,joy
2812,3329,About 12 million people in more than 200 countries participated!,24/2/21,0.625,0.5,0.0,1.0,0.0,0.0,joy
2836,3354,This is our true desire.,8/2/21,0.35,0.65,0.0,0.353,0.647,0.6705,joy
2844,3378,Does they need a beautiful gardens.,8/2/21,0.85,1.0,0.0,0.506,0.494,0.5994,joy
2883,3419,I am truly amazed that I have finally confirmed a successful withdrawal doing Bitcoin business with Mrs Derrick Sharon.,20/6/20,0.575,0.975,0.0,0.522,0.478,0.875,joy
