,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
181,231,"Got 1 was NSF who is resident book out come home, once inside condo compound but not yet in their own home, don\x92t wear mask and scold security when told to wear mask, the NSF\x92s details recorded by condo security were sent to Mindef.",24/1/21,0.6,1.0,0.071,0.804,0.125,0.3919,anger
183,233,"Those at the crematorium, also considered as corruption... don\x92t play play... https://www.channelnewsasia.com/news...-cpib-11921530 ahphilz wrote: 8 person per day, but it doesn't specify how this ""per day"" is defined which means it is open to differing interpretations.",26/1/21,0.0,0.5,0.0,0.952,0.048,0.1779,anger
194,248,"Among these, six F&B outlets have been ordered to close, while five outlets and 29 people were fined for breaching safe management measures, said the Ministry of Sustainability and the Environment (MSE) in a press release on Wednesday (Feb 10).",10/2/21,0.5,0.5,0.0,0.929,0.071,0.4404,anger
202,256,Crystal Jade Jiang Nan at VivoCity accepted a booking for 16 diners from different households and seated them across two tables on Feb 6.,10/2/21,0.0,0.6,0.0,0.913,0.087,0.2732,joy
216,270,"In addition, a total of 73 people were fined $300 each for flouting safe management measures on Feb 6 and 7 in parks and beaches.",10/2/21,0.25,0.625,0.0,0.879,0.121,0.4404,anger
221,275,do your part as a responsible citizen!!,12/2/21,0.3125,0.55,0.0,0.634,0.366,0.4374,anger
230,287,"WhatsApp so common now, can easily arrange ba..",23/1/21,0.06666666666666668,0.6666666666666667,0.0,0.745,0.255,0.34,neutral
236,293,Sure a lot creative ideas la haha,23/1/21,0.39999999999999997,0.7296296296296295,0.0,0.268,0.732,0.802,fear
250,311,You very free can eat free food at cage nearby changi??,23/1/21,0.46,0.9,0.0,0.544,0.456,0.8199,fear
258,323,God now looking for unlucky family to be made example of with full force of the law.,28/1/21,0.35,0.55,0.0,0.884,0.116,0.2732,anger
267,332,Where think if not wrong people are allowed to go out in small group within the family to exercise and such.,28/1/21,0.0,0.6,0.0,0.887,0.113,0.3724,fear
269,334,"Think if not wrong, many kpkb then about that even though think the different groups by themselves are not doing wrong.",28/1/21,0.0625,0.725,0.0,0.788,0.212,0.6259,fear
270,335,"Those who intend to break the rule and confident won\x92t get caught, I can only say, yeah chances are high that you won\x92t get caught.",28/1/21,0.22,0.7911111111111112,0.0,0.745,0.255,0.7351,fear
273,338,"So those who wanna gamble, I can only say, good luck!",28/1/21,0.4375,0.8,0.0,0.564,0.436,0.7345,neutral
274,339,"leon24 wrote: Those who intend to break the rule and confident won\x92t get caught, I can only say, yeah chances are high that you won\x92t get caught.",28/1/21,0.22,0.7911111111111112,0.0,0.762,0.238,0.7351,fear
277,347,MPs will be damn happy to follow the rules.,12/2/21,0.8,1.0,0.201,0.522,0.276,0.25,joy
280,350,"I have made my own observation and, interestingly, discovered that the crowds are not well spread out across the few kilometres along the seafront.",11/2/21,0.30000000000000004,0.5333333333333333,0.071,0.823,0.106,0.223,fear
288,358,"The beachfront is one of the most popular playgrounds for families, as it is a cheap and convenient place to cycle and to keep fit.",11/2/21,0.475,0.6249999999999999,0.0,0.797,0.203,0.6801,sadness
289,359,"When residents are healthy, it is good for the economy and the country as a whole.",11/2/21,0.4666666666666666,0.5,0.0,0.699,0.301,0.6808,joy
291,361,People should be encouraged to go to the beach for more fresh air.,11/2/21,0.4,0.5,0.0,0.684,0.316,0.624,joy
293,363,"if a crime is committed, it's the duty of a good citizen to report it.",11/2/21,0.7,0.6000000000000001,0.189,0.541,0.27,0.128,fear
297,367,KPO_SAHM wrote: Don allow travelling or incoming flights in the first place sure singapore is covid free .,11/2/21,0.3833333333333333,0.674074074074074,0.0,0.651,0.349,0.7579,fear
322,392,"""We strongly encourage all individuals in the identified community groups to come forward for testing.""",22/1/21,0.4333333333333333,0.7333333333333333,0.0,0.707,0.293,0.6597,sadness
331,406,"No one would care one lah they don't need to track.. but you better pray no one kenna covid because if you do, u will be uncovered",22/1/21,0.5,0.5,0.128,0.612,0.259,0.6705,fear
332,407,sizzy6 wrote: those who dont intend to invite their brothers and sister heng lo else 8 person where got enough 3 son and daughter in law + brother and wife + sister + niece/nephew now easy lah.. just have son and daughter in law can liao I know someone won't be inviting his siblings for sure.,22/1/21,0.3111111111111111,0.7407407407407408,0.062,0.842,0.095,0.4203,anger
334,409,Talk is easy.,22/1/21,0.43333333333333335,0.8333333333333334,0.0,0.408,0.592,0.4404,neutral
339,414,Sure got people more than willing to bk them.,22/1/21,0.4166666666666667,0.7129629629629629,0.0,0.777,0.223,0.3182,anger
358,433,I read it as normally allow 3.,22/1/21,0.15,0.6499999999999999,0.0,0.725,0.275,0.2263,anger
365,440,the k9 cluster is a good example.,22/1/21,0.7,0.6000000000000001,0.0,0.633,0.367,0.4404,neutral
368,443,Will be camping at FB and IG to report people sure will have people break the rule and post on FB and IG one.,22/1/21,0.5,0.8888888888888888,0.0,0.909,0.091,0.3182,fear
380,456,As a useless BBFA I also dun want to visit my successful relatives.,22/1/21,0.125,0.575,0.176,0.503,0.321,0.3182,joy
396,478,westernbarn wrote: Each household should implement book in/book out log to track Might as well ask every household paste safe entry for visitors to scan.,22/1/21,0.5,0.5,0.0,0.821,0.179,0.6124,joy
400,482,Just visit your closest loved ones...those 1 year see 1 time people can skip,22/1/21,0.7,0.8,0.0,0.738,0.262,0.5994,fear
407,489,You \x93hope\x94 that people have it in them to be socially responsible?,23/1/21,0.2,0.55,0.0,0.827,0.173,0.3182,anger
427,510,Better to keep all visitor shoes inside the house.,10/2/21,0.5,0.5,0.0,0.734,0.266,0.4404,anger
429,512,Better don't give the neighbours chance to catch you.,10/2/21,0.5,0.5,0.0,0.588,0.412,0.5994,anger
430,513,Happy CNY.,10/2/21,0.8,1.0,0.0,0.213,0.787,0.5719,joy
438,522,They fine all the restaurants and cafes but instances like this nothing happen,10/2/21,0.4166666666666667,0.5,0.0,0.703,0.297,0.5647,anger
446,532,"Tonight, across Singapore, families will enjoy dinners with their loved ones.",11/2/21,0.55,0.65,0.0,0.559,0.441,0.7964,joy
448,534,"""The warmth, comfort and support of our families have given all of us strength to get through the most trying times of COVID-19.""",11/2/21,0.5,0.5,0.0,0.625,0.375,0.886,fear
456,542,But the precautions are essential to keep our loved ones safe.,11/2/21,0.39999999999999997,0.5333333333333333,0.0,0.57,0.43,0.7783,sadness
457,543,"\x93I am sure you will find other ways to hold your reunions and connect with family members and friends, perhaps through video calls or teleconferencing.\x94 People can look forward to \x93more carefree"" celebrations when the pandemic is over, he added.",11/2/21,0.1875,0.6319444444444444,0.0,0.82,0.18,0.7964,fear
462,548,"\x93Vaccination protects ourselves, and our loved ones.",11/2/21,0.7,0.8,0.0,0.446,0.554,0.7351,fear
464,550,"\x93But we are not there yet, so in the meantime please keep up our safe distancing precautions, even if you yourself have been vaccinated,\x94 he added.",11/2/21,0.5,0.5,0.0,0.822,0.178,0.6369,sadness
465,551,"READ: More frequent tests, additional requirements likely for those who do not take COVID-19 vaccine: Lawrence Wong Keeping people safe from COVID-19, especially seniors, has been the Government\x92s top priority, said the Prime Minister.",11/2/21,0.26666666666666666,0.6333333333333333,0.0,0.872,0.128,0.5719,anger
470,556,"They deserve our heartfelt thanks,\x94 said Mr Lee.",11/2/21,0.0,1.0,0.0,0.667,0.333,0.5423,joy
471,557,"\x93I wish all Singaporeans good health, and a very happy Chinese New Year.\x94 https://www.channelnewsasia.com/news...ssage-14166300",11/2/21,0.4590909090909091,0.5136363636363637,0.0,0.51,0.49,0.8622,joy
478,564,laopokcar_g wrote: If some of them are being honest I can empathise Cos the SDA might not be consistent on how they like the tables to be spaced apart thats why I hope some of them dont plea guilty and contest the charges,10/2/21,0.11666666666666665,0.7166666666666667,0.043,0.733,0.225,0.8373,anger
487,574,"STB, together with relevant agencies and community partners such as the Chinatown Business Association and Chinatown Festivals Organising Committee, has implemented additional measures from 5 February 2021 to better manage the crowds.",10/2/21,0.3,0.6333333333333333,0.0,0.843,0.157,0.6597,sadness
494,581,"We strongly urge members of the public to plan visits to Chinatown and other potentially crowded areas such as shopping malls, F&B outlets, markets, supermarkets and parks, during off peak hours.",10/2/21,0.06166666666666666,0.5349999999999999,0.0,0.935,0.065,0.2732,anger
495,582,This will help mitigate the risk of COVID-19 transmission during the festive period and keep us all safe.,10/2/21,0.5,0.5,0.085,0.567,0.348,0.7579,neutral
500,588,We strongly advise F&B operators to double-check the reservations they have already received to ensure that the bookings are in order.,10/2/21,0.4333333333333333,0.7333333333333333,0.0,0.802,0.198,0.5719,anger
501,589,"We also urge diners to not try to circumvent the rules, for the sake of their loved ones and the well-being of the community.",10/2/21,0.7,0.8,0.0,0.855,0.145,0.5994,anger
503,591,Let us be socially responsible in observing all these measures to prevent a resurgence in community transmission.,10/2/21,0.2,0.55,0.0,0.805,0.195,0.34,anger
533,622,The Chinatown Business Association (CBA) said on Saturday that barriers were put in place and additional security staff and safe distancing ambassadors would be deployed in crowded areas.,8/2/21,0.5,0.5,0.0,0.831,0.169,0.6486,anger
540,629,Most of the shopkeepers approached by TNP said they were fine with the stepped-up enforcement.,8/2/21,0.45833333333333337,0.5,0.0,0.886,0.114,0.2023,joy
541,630,"One of them, who wanted to be known only as Ms Jessica, 50, said: ""I think that it is better this way because I am worried too.",8/2/21,0.25,0.75,0.076,0.825,0.1,0.1779,sadness
544,633,"When shown the new photographs of the crowds, infectious disease specialist Leong Hoe Nam said: ""Singaporeans are absolutely becoming complacent... but we can also 'share the cheer' by doing something else.",8/2/21,0.2931818181818182,0.6522727272727273,0.0,0.8,0.2,0.8047,anger
573,662,Making sure that people get to enjoy CNY as much as possible while keeping risk of new covid spread low.,8/2/21,0.20727272727272728,0.6286868686868686,0.163,0.623,0.214,0.3182,fear
582,673,put more officers there to fine ppl can already.,8/2/21,0.45833333333333337,0.5,0.0,0.816,0.184,0.2023,neutral
584,675,"A company that manages the deployment of some taggers, ushers and administrators at Changi Airport will increase the frequency of*temperature taking and disinfecting counters*after one of its employees tested positive for COVID-19.",9/2/21,0.22727272727272727,0.5454545454545454,0.0,0.831,0.169,0.7096,joy
594,685,The HR company has about 30 people who are actively deployed in shifts at the airport currently.,9/2/21,-0.06666666666666667,0.5,0.0,0.874,0.126,0.3182,anger
597,688,"We clean and disinfect our equipment before and after every passenger is tagged,\x94 said BGC Group.",9/2/21,0.3666666666666667,0.7000000000000001,0.0,0.847,0.153,0.4019,fear
612,703,CNY visiting: What happens for large S'pore families with over 30 people & only 8 visitors allowed per day Soft truths to keep Singapore from stalling.,7/2/21,0.10476190476190476,0.5928571428571429,0.068,0.827,0.105,0.25,anger
613,704,"PERSPECTIVE: From Jan. 26 onwards, safe management restrictions only allow Singapore homes to entertain up to eight visitors per day.",7/2/21,0.25,0.75,0.0,0.705,0.295,0.7269,neutral
617,708,"Perhaps it's when a throng of relatives you hardly see suddenly gather to exchange greetings, niceties and angpows.",7/2/21,-0.14583333333333334,0.5208333333333333,0.0,0.739,0.261,0.6486,anger
619,710,It's like a typical family gathering filled with lots of food and laughter.,7/2/21,0.11666666666666668,0.7,0.0,0.637,0.363,0.6908,joy
624,715,"With households only able to accept eight visitors per day, the biggest question is: How will families organise themselves?",7/2/21,0.25,0.8125,0.0,0.874,0.126,0.3818,neutral
627,718,Friend: Which is perfectly fine.,7/2/21,0.4166666666666667,0.5,0.0,0.179,0.821,0.8481,neutral
628,719,"But for most families, mine included, my guess is that they will still try to ensure that some form of visiting still takes place.",7/2/21,0.5,0.5,0.0,0.898,0.102,0.3818,sadness
642,733,But who is to be entrusted with the laborious task of coordinating different families?,7/2/21,0.0,0.6,0.0,0.878,0.122,0.2023,joy
644,735,"More importantly, the chat allows everyone to coordinate requests in real-time.",7/2/21,0.45,0.75,0.0,0.794,0.206,0.3804,anger
668,759,"Particularly for some older folks, who are used to having large gatherings as a sign of a happy and prosperous family.",7/2/21,0.33690476190476193,0.5238095238095237,0.0,0.714,0.286,0.7783,joy
671,762,"But when my dad called her to explain our visitation plans, reiterating the new restrictions, she seemed pretty accepting of it.",7/2/21,0.19318181818181818,0.7272727272727273,0.0,0.766,0.234,0.7003,anger
673,764,"Nevertheless, there is consensus that this rule is ""inconvenient"" but important.",7/2/21,-0.09999999999999998,1.0,0.0,0.82,0.18,0.296,anger
685,843,Ikea safe distancing practise at the restaurant should continue after the  phases.,13/11/20,0.5,0.5,0.0,0.791,0.209,0.4404,joy
686,844,It is more efficient to guide customers to the tables.,13/11/20,0.5,0.5,0.0,0.744,0.256,0.4754,neutral
705,872,This is unprecedented due to the COVID 19 and safe distancing measures.,10/7/20,0.325,0.5916666666666667,0.0,0.791,0.209,0.4404,sadness
708,875,"group of more than 5 non complying to safe distancing measures will get fined, but all these PAP rallies and walkabouts going on???",9/7/20,0.5,0.5,0.0,0.894,0.106,0.3591,neutral
713,880,I am happy to explain.,7/5/20,0.8,1.0,0.0,0.448,0.552,0.5719,joy
715,882,Stay safe :),7/5/20,0.5,0.75,0.0,0.145,0.855,0.7096,neutral
721,888,Day 11 of #circuitbreaker Trains had already increased its frequency to 5 mins or more during peak hours.,17/4/20,0.5,0.5,0.0,0.884,0.116,0.2732,fear
722,889,This had resulted in the breaking of the safe distancing which is beyond the authority control.,17/4/20,0.5,0.5,0.0,0.769,0.231,0.4939,fear
724,891,"During CNY, there was a lot of ""rich"" food like abalone, crabs, etc.",23/2/21,0.375,0.75,0.0,0.815,0.185,0.3612,fear
725,892,"Like having it 2 days in a row and the only thing I had in mind after was ""I could use some cheap instant noodles right about now"".",23/2/21,0.17142857142857143,0.7255952380952381,0.0,0.906,0.094,0.3612,joy
727,894,Much better than sg.,23/2/21,0.5,0.5,0.0,0.508,0.492,0.4404,neutral
736,903,@sowmiyashok @JBuch7 @tajmahalfoxtrot That would be great.,21/2/21,0.8,0.75,0.0,0.594,0.406,0.6249,joy
744,911,"Always great to sit down with the team, have some good food and catch up.",20/2/21,0.4481481481481482,0.5462962962962964,0.0,0.65,0.35,0.7906,joy
745,912,We are fortunate that at both a leadership level and team level we do this pretty much every month.,20/2/21,0.2833333333333334,0.6333333333333333,0.0,0.706,0.294,0.7684,anger
747,914,"Join for the career opportunities, stay for the good food and people 😂🤷🏽‍♂️  https://t.co/Aacp8uOSHN",20/2/21,0.7,0.6000000000000001,0.0,0.588,0.412,0.7717,neutral
750,917,"People say making dumplings for CNY is a Chinese tradition but honestly I don't know anyone in Singapore who makes their own dumplings, unless they are first generation Singaporeans.",12/2/21,0.3625,0.5583333333333333,0.085,0.784,0.131,0.5267,neutral
771,938,Every religion have their own festive season to celebrate.,23/1/20,0.6,1.0,0.0,0.511,0.489,0.7717,joy
773,940,CNY is coming in 1 more day and this year is a special one for me.,23/1/20,0.4285714285714286,0.5357142857142857,0.0,0.828,0.172,0.4019,joy
785,953,We share a video from the children of EtonHouse Thomson wishing us a Happy New Year.,18/2/21,0.4681818181818182,0.7272727272727273,0.0,0.585,0.415,0.7783,joy
787,955,Happy Birthday everyone!,18/2/21,1.0,1.0,0.0,0.334,0.666,0.6114,joy
798,966,Let the persistent nature of Oxes reflect in your life and work hard to fulfill all your goals.,12/2/21,-0.2916666666666667,0.5416666666666666,0.069,0.788,0.143,0.3612,joy
799,967,It is going to be lucky for all.,12/2/21,0.3333333333333333,0.8333333333333334,0.0,0.714,0.286,0.4215,neutral
800,968,So enjoy while it lasts!,12/2/21,0.5,0.5,0.0,0.514,0.486,0.5838,joy
809,983,@CovidSerology @cjsnowdon These are mobility numbers from owners of smart phones right?,9/2/21,0.25,0.5892857142857143,0.0,0.803,0.197,0.4019,joy
816,990,"We were delighted to welcome new students to the ISS learning community this morning, and so pleased to see so many familiar faces returning after the summer break.",20/8/20,0.5018939393939393,0.6757575757575758,0.0,0.713,0.287,0.8762,joy
820,994,And it will result to getting fine.,30/7/20,0.4166666666666667,0.5,0.0,0.769,0.231,0.2023,neutral
823,997,But it’s okay man.,18/7/20,0.5,0.5,0.0,0.612,0.388,0.2263,neutral
837,1011,I’m thankful for whatever has returned to normal.,3/6/20,0.15,0.6499999999999999,0.0,0.654,0.346,0.5719,joy
839,1013,"Again: better to provide increased frequency to cut crowding, no?",3/6/20,0.5,0.5,0.281,0.392,0.327,0.1779,neutral
841,1015,We loved it that our classes were full and had a 90% attendance.,2/6/20,0.5249999999999999,0.675,0.0,0.738,0.262,0.5994,joy
842,1016,"Students, parents and teachers were so happy to see each other.",2/6/20,0.3375,0.6875,0.0,0.678,0.322,0.6948,joy
845,1019,"@harshmadhusudan Airlines will have to spend to Ensure the SOP’s are followed, social@distancing measures are adhered to which means they will operate with around 50% capacity and at a higher operating cost.",21/5/20,0.25,0.5,0.0,0.92,0.08,0.3818,sadness
850,1024,We will require more offices that encourage employees to come to the workplace once things start to normalise.,18/5/20,0.5,0.5,0.0,0.827,0.173,0.552,fear
858,1037,@KRUDLER62 @hashbrowne I can guarantee you that if there is a GF the social distancing rules will have magically been lifted by then,4/5/20,0.26666666666666666,0.5333333333333333,0.0,0.909,0.091,0.25,fear
867,1046,"Be religious, not stupid.",26/4/20,0.19999999999999998,0.625,0.0,0.519,0.481,0.4168,anger
880,1059,At the time the CDC and most governments were saying - don’t wear masks if you’re not sick!,4/4/20,0.4732142857142857,0.6785714285714286,0.0,0.842,0.158,0.4577,anger
894,1073,Social distancing works only for the rich and elite.,2/4/20,0.1361111111111111,0.6055555555555555,0.0,0.69,0.31,0.5574,sadness
913,1092,It is pretty amazing to see some wanting to achieve much in this temporary era of social distancing.,25/3/20,0.27083333333333337,0.5416666666666667,0.0,0.696,0.304,0.7906,joy
914,1093,Maybe it is a good time to revisit some of the priorities that we hold so dear to us   https://t.co/5Ve5yGitEa,25/3/20,0.7,0.6000000000000001,0.0,0.731,0.269,0.7404,joy
928,1107,"Or maybe strong, far but strong.",24/3/20,0.3222222222222222,0.8222222222222223,0.0,0.377,0.623,0.765,neutral
932,1111,Bright and bursting.,21/3/20,0.7000000000000001,0.7999999999999999,0.0,0.408,0.592,0.4404,neutral
949,1128,Hope things get better when we return stateside in June.,15/3/20,0.5,0.5,0.0,0.58,0.42,0.7003,neutral
954,1133,Very nice to give a face to face (behind a mask) talk at NUS today.,24/2/21,0.19,0.85,0.0,0.795,0.205,0.4754,joy
957,1136,One thing that I also noticed: Face-to-face classes are still not being allowed but children who are not wearing any face covering are freely playing on the streets of their barangays.,24/2/21,0.4,0.8,0.0,0.822,0.178,0.7227,fear
959,1138,you better fucking apologize to her face to face.,20/2/21,-0.04999999999999999,0.65,0.0,0.604,0.396,0.5563,fear
961,1140,you would have catch my hand if i’m there right now,20/2/21,0.2857142857142857,0.5357142857142857,0.0,0.758,0.242,0.4939,sadness
962,1141,"It is amazing how whenever I am handed a difficult potential customer/bride, I will never get to meet them face to face.",19/2/21,0.03333333333333336,0.9666666666666667,0.107,0.73,0.163,0.3182,neutral
964,1143,I'm glad it was over before it started.,19/2/21,0.5,1.0,0.0,0.7,0.3,0.4588,joy
966,1145,I forgot I have a love hate relationship with face to face class.,27/1/21,-0.15000000000000002,0.75,0.233,0.503,0.264,0.128,sadness
981,1160,Very safe and easy to move around.,5/2/21,0.5416666666666667,0.7416666666666667,0.0,0.44,0.56,0.7474,neutral
982,1161,Singaporeans should be extremely proud of their country and leadership under H.E PM Lee Hsien Loong.,5/2/21,0.8,1.0,0.0,0.816,0.184,0.5256,fear
987,1166,Prevention is better than cure Covid is not going to wrap up anytime soon!,24/1/21,0.625,0.5,0.0,0.803,0.197,0.4926,neutral
989,1168,People  need to be more vigilant than ever!,24/1/21,0.625,0.5,0.0,0.754,0.246,0.3149,fear
993,1172,People listen to you because they love you too.,24/1/21,0.5,0.6,0.0,0.656,0.344,0.6369,anger
994,1173,Otherwise Covid is sure to limit your lifespan!,24/1/21,0.625,0.8888888888888888,0.0,0.73,0.27,0.3802,neutral
1009,1188,"Citing major upcoming events and positive case(s) detected in this group of visitors, please consider keeping meeting attendees at the Expo Hotel and meeting venue whilst piloting MICE events again.",23/1/21,0.14488636363636365,0.5227272727272727,0.0,0.826,0.174,0.7096,joy
1012,1191,The more safeguards in place the better we can manage and protect the interests of the population.,23/1/21,0.5,0.5,0.0,0.561,0.439,0.8479,joy
1019,1198,It is great to know that the vaccine is being provided to frontline workers and the elderly as priority.,24/1/21,0.8,0.75,0.0,0.814,0.186,0.6249,sadness
1024,1203,"Plugging the loop holes from imports  is very important and urgent  It is proven 14 days quarantine for imports may not be enough , we should increase to 21 days or more .",23/1/21,0.34,0.6666666666666666,0.0,0.813,0.187,0.6659,fear
1026,1205,Tightening community safe distancing measure may not be hitting the nail on the head !😊,23/1/21,0.625,0.5,0.0,0.814,0.186,0.4926,fear
1028,1207,There's not enough posters reminding people about this and it can also empower others to tell people to shut up for safety reason.,23/1/21,0.0,0.5,0.0,0.887,0.113,0.4215,anger
1034,1213,"Good afternoon sir but a funny thing happened at Changi airport last night, we arrived from Sydney on 24jan 7.30pm but we were not tested although we have already paid for co.19 tests at Sg airlines counter over in Aust.",25/1/21,0.31666666666666665,0.5555555555555556,0.0,0.864,0.136,0.7003,sadness
1040,1219,Wish you and family have a happy reunion dinner and happy Chinese New Year holidays.,25/1/21,0.4340909090909091,0.6136363636363636,0.0,0.441,0.559,0.9136,joy
1042,1221,I know many people already planning to hold food and drinking gatherings for different groups of 8 friends on different days....,26/1/21,0.16666666666666666,0.5666666666666668,0.0,0.853,0.147,0.4767,anger
1043,1222,"Very wise and timely move , indeed !",25/1/21,1.0,1.0,0.0,0.576,0.424,0.5697,neutral
1051,1230,I hope brochures can be handed to every household and be posted in the house to remind everyone of such measures during CNY.,25/1/21,0.0,0.5,0.0,0.879,0.121,0.4404,fear
1057,1236,"of Enforcement Officers, and SG Clean and Safe Distancing Ambassadors",24/1/21,0.43333333333333335,0.6000000000000001,0.0,0.588,0.412,0.6808,neutral
1060,1239,Would it be fine for someone to visit only one household during CNY period and that household only receive up to 8 distinct visitor per day.,25/1/21,0.17916666666666667,0.7,0.0,0.93,0.07,0.2023,neutral
1061,1240,This clarification is important given the high number of Our foreign friend in Singapore who might only have friends in Singapore and not family members.,25/1/21,0.10875000000000001,0.66625,0.0,0.691,0.309,0.8126,sadness
1062,1241,We want to make them feel the warmth and welcome in this difficult time.,25/1/21,0.15000000000000002,0.95,0.126,0.505,0.369,0.5859,joy
1065,1244,"PM Sir, can you make sure that the default WFH is observed by all companies.",24/1/21,0.5,0.8888888888888888,0.0,0.859,0.141,0.3182,neutral
1070,1249,"How about those facing customers especially in beauty, hair and massage with close contact?",23/1/21,0.0,1.0,0.0,0.761,0.239,0.6222,joy
1083,1262,Truly amazing these things cld b overlooked!,24/1/21,0.7500000000000001,0.9,0.099,0.27,0.63,0.784,joy
1088,1267,Better to  be safe then sorry.,24/1/21,0.16666666666666666,0.6666666666666666,0.129,0.297,0.574,0.6705,sadness
1099,1278,"The government of the day that is responsible and has painstakingly put and does things right for the betterment of her people and Singapore 🇸🇬 regardless of race, language or religion deserves the unwavering support  for many years to come.....",9/11/20,0.32857142857142857,0.5285714285714286,0.0,0.884,0.116,0.6124,joy
1101,1280,Well done and continue to keep up the good work!,23/6/20,0.875,0.6000000000000001,0.0,0.602,0.398,0.6476,sadness
1103,1282,"PM Lee, the buses are getting too crowded with students, the market places and food court are pretty bad as well.",23/6/20,-0.22499999999999992,0.8333333333333333,0.131,0.672,0.198,0.2023,anger
1106,1285,Dear PM we had gone through many ups and downs there we made it.,23/6/20,0.5,0.5,0.0,0.833,0.167,0.3818,neutral
1107,1286,We will with positive thinking and also taking all the precautionary measures will make again.,23/6/20,0.22727272727272727,0.5454545454545454,0.0,0.795,0.205,0.5574,neutral
1116,1295,Yesterday was a day of victory to celebrate us successfully fast in the month of Ramadhan.,25/5/20,0.2,0.6,0.0,0.653,0.347,0.7845,fear
1118,1297,"Despite the restriction, we still embrace Hari Raya with open heart & mind & celebrate within the capacity of the situation.",25/5/20,0.0,0.5,0.0,0.672,0.328,0.7791,joy
1124,1303,"Unlike previous years, we sat at our family sofa or any area in the comfort of our own home & meet our family, relatives & friends via Zoom, Google Meet or any other video-conferencing app.",25/5/20,0.10277777777777779,0.513888888888889,0.0,0.847,0.153,0.6808,joy
1125,1304,We made this huge sacrifice to ensure we stay safe & able to see one another again.,25/5/20,0.46666666666666673,0.6749999999999999,0.0,0.615,0.385,0.7978,joy
1129,1308,"Please inform doctors and nurses in states where people are dying and give them gold Only for those who control death..If you are informed about the research, be sure to give it gold..Researchers Scientists Know that technicians are gold for everyone Viral drug If found..Tell Researchers, Scientists, Technicians to Give Equal Rights to All Don't be the difference between being great and yours at this point in the virus..Advertise on TV and websites that give equal gifts to everyone Only if the virus is unaffected..Only if there is no death..For people in the country who are informing about the research..For viral drug detectors..🙏",26/5/20,0.21666666666666667,0.6898148148148149,0.02,0.901,0.079,0.7579,fear
1132,1311,"During this hard time,your True leadership and The humanity you have shown will be always remembered and remains example to the world.God bless singapore.Happy Eid",23/5/20,0.029166666666666646,0.5958333333333333,0.048,0.759,0.193,0.6369,joy
